dataset,size,quality,algorithm,signal,seed,mi_value
PBMC,1000,0.050973,PCA,celltype.l3,42,2.04552
PBMC,1000,0.050973,PCA,celltype.l3,2303,2.04697
PBMC,1000,0.050973,PCA,celltype.l3,2701,2.03869
PBMC,1000,0.050973,RandomProjection,celltype.l3,42,1.18647
PBMC,1000,0.050973,RandomProjection,celltype.l3,2303,1.1766
PBMC,1000,0.050973,RandomProjection,celltype.l3,2701,1.18647
PBMC,1000,0.050973,SCVI,celltype.l3,42,2.36099
PBMC,1000,0.050973,SCVI,celltype.l3,2303,2.36107
PBMC,1000,0.050973,SCVI,celltype.l3,2701,2.33958
PBMC,1000,0.1072766,Geneformer,celltype.l3,42,2.4541
PBMC,1000,0.1072766,Geneformer,celltype.l3,2303,2.43165
PBMC,1000,0.1072766,Geneformer,celltype.l3,2701,2.44658
PBMC,1000,0.1072766,PCA,celltype.l3,42,2.3061
PBMC,1000,0.1072766,PCA,celltype.l3,2303,2.33281
PBMC,1000,0.1072766,PCA,celltype.l3,2701,2.3657
PBMC,1000,0.1072766,RandomProjection,celltype.l3,42,1.54612
PBMC,1000,0.1072766,RandomProjection,celltype.l3,2303,1.55153
PBMC,1000,0.1072766,RandomProjection,celltype.l3,2701,1.54612
PBMC,1000,0.1072766,SCVI,celltype.l3,42,2.5267
PBMC,1000,0.1072766,SCVI,celltype.l3,2303,2.57919
PBMC,1000,0.1072766,SCVI,celltype.l3,2701,2.58506
PBMC,1000,0.225772,Geneformer,celltype.l3,42,2.45601
PBMC,1000,0.225772,Geneformer,celltype.l3,2303,2.59525
PBMC,1000,0.225772,Geneformer,celltype.l3,2701,2.50952
PBMC,1000,0.225772,PCA,celltype.l3,42,2.627
PBMC,1000,0.225772,PCA,celltype.l3,2303,2.62769
PBMC,1000,0.225772,PCA,celltype.l3,2701,2.60262
PBMC,1000,0.225772,RandomProjection,celltype.l3,42,1.86693
PBMC,1000,0.225772,RandomProjection,celltype.l3,2303,1.8254
PBMC,1000,0.225772,RandomProjection,celltype.l3,2701,1.86693
PBMC,1000,0.225772,SCVI,celltype.l3,42,2.58676
PBMC,1000,0.225772,SCVI,celltype.l3,2303,2.70622
PBMC,1000,0.225772,SCVI,celltype.l3,2701,2.70788
PBMC,1000,0.4751547,Geneformer,celltype.l3,42,2.69461
PBMC,1000,0.4751547,Geneformer,celltype.l3,2303,2.61022
PBMC,1000,0.4751547,Geneformer,celltype.l3,2701,2.58981
PBMC,1000,0.4751547,PCA,celltype.l3,42,2.93707
PBMC,1000,0.4751547,PCA,celltype.l3,2303,2.9719
PBMC,1000,0.4751547,PCA,celltype.l3,2701,2.96187
PBMC,1000,0.4751547,RandomProjection,celltype.l3,42,2.17521
PBMC,1000,0.4751547,RandomProjection,celltype.l3,2303,2.13161
PBMC,1000,0.4751547,RandomProjection,celltype.l3,2701,2.17521
PBMC,1000,0.4751547,SCVI,celltype.l3,42,2.71636
PBMC,1000,0.4751547,SCVI,celltype.l3,2303,2.77655
PBMC,1000,0.4751547,SCVI,celltype.l3,2701,2.7876
PBMC,1000,1.0,Geneformer,celltype.l3,42,2.82974
PBMC,1000,1.0,Geneformer,celltype.l3,2303,2.80467
PBMC,1000,1.0,Geneformer,celltype.l3,2701,2.77176
PBMC,1000,1.0,PCA,celltype.l3,42,3.18365
PBMC,1000,1.0,PCA,celltype.l3,2303,3.19105
PBMC,1000,1.0,PCA,celltype.l3,2701,3.18879
PBMC,1000,1.0,RandomProjection,celltype.l3,42,2.4237
PBMC,1000,1.0,RandomProjection,celltype.l3,2303,2.38083
PBMC,1000,1.0,RandomProjection,celltype.l3,2701,2.4237
PBMC,1000,1.0,SCVI,celltype.l3,42,2.89304
PBMC,1000,1.0,SCVI,celltype.l3,2303,2.85466
PBMC,1000,1.0,SCVI,celltype.l3,2701,2.88513
PBMC,2154,0.0012346,Geneformer,celltype.l3,42,0.63008
PBMC,2154,0.0012346,Geneformer,celltype.l3,2303,0.6679
PBMC,2154,0.0012346,Geneformer,celltype.l3,2701,0.67531
PBMC,2154,0.0012346,PCA,celltype.l3,42,1.81091
PBMC,2154,0.0012346,PCA,celltype.l3,2303,0.36377
PBMC,2154,0.0012346,PCA,celltype.l3,2701,1.8076
PBMC,2154,0.0012346,RandomProjection,celltype.l3,42,0.17683
PBMC,2154,0.0012346,RandomProjection,celltype.l3,2303,0.17462
PBMC,2154,0.0012346,RandomProjection,celltype.l3,2701,0.17683
PBMC,2154,0.0012346,SCVI,celltype.l3,42,0.43681
PBMC,2154,0.0012346,SCVI,celltype.l3,2303,0.42596
PBMC,2154,0.0012346,SCVI,celltype.l3,2701,0.39536
PBMC,2154,0.0025982,Geneformer,celltype.l3,42,1.01503
PBMC,2154,0.0025982,Geneformer,celltype.l3,2303,1.01614
PBMC,2154,0.0025982,Geneformer,celltype.l3,2701,1.00785
PBMC,2154,0.0025982,PCA,celltype.l3,42,1.69499
PBMC,2154,0.0025982,PCA,celltype.l3,2303,0.65868
PBMC,2154,0.0025982,PCA,celltype.l3,2701,1.68024
PBMC,2154,0.0025982,RandomProjection,celltype.l3,42,0.20138
PBMC,2154,0.0025982,RandomProjection,celltype.l3,2303,0.20576
PBMC,2154,0.0025982,RandomProjection,celltype.l3,2701,0.20138
PBMC,2154,0.0025982,SCVI,celltype.l3,42,0.8457
PBMC,2154,0.0025982,SCVI,celltype.l3,2303,0.8134
PBMC,2154,0.0025982,SCVI,celltype.l3,2701,0.76652
PBMC,2154,0.0054682,Geneformer,celltype.l3,42,1.33915
PBMC,2154,0.0054682,Geneformer,celltype.l3,2303,1.34882
PBMC,2154,0.0054682,Geneformer,celltype.l3,2701,1.36042
PBMC,2154,0.0054682,PCA,celltype.l3,42,1.57368
PBMC,2154,0.0054682,PCA,celltype.l3,2303,0.90733
PBMC,2154,0.0054682,PCA,celltype.l3,2701,1.56407
PBMC,2154,0.0054682,RandomProjection,celltype.l3,42,0.23654
PBMC,2154,0.0054682,RandomProjection,celltype.l3,2303,0.32302
PBMC,2154,0.0054682,RandomProjection,celltype.l3,2701,0.23654
PBMC,2154,0.0054682,SCVI,celltype.l3,42,1.22315
PBMC,2154,0.0054682,SCVI,celltype.l3,2303,1.22152
PBMC,2154,0.0054682,SCVI,celltype.l3,2701,1.16612
PBMC,2154,0.0115083,Geneformer,celltype.l3,42,1.62239
PBMC,2154,0.0115083,Geneformer,celltype.l3,2303,1.64034
PBMC,2154,0.0115083,Geneformer,celltype.l3,2701,1.64147
PBMC,2154,0.0115083,PCA,celltype.l3,42,1.50173
PBMC,2154,0.0115083,PCA,celltype.l3,2303,1.29322
PBMC,2154,0.0115083,PCA,celltype.l3,2701,1.54536
PBMC,2154,0.0115083,RandomProjection,celltype.l3,42,0.4504
PBMC,2154,0.0115083,RandomProjection,celltype.l3,2303,0.54692
PBMC,2154,0.0115083,RandomProjection,celltype.l3,2701,0.4504
PBMC,2154,0.0115083,SCVI,celltype.l3,42,1.58722
PBMC,2154,0.0115083,SCVI,celltype.l3,2303,1.72161
PBMC,2154,0.0115083,SCVI,celltype.l3,2701,1.60273
PBMC,2154,0.02422,Geneformer,celltype.l3,42,1.93715
PBMC,2154,0.02422,Geneformer,celltype.l3,2303,1.9506
PBMC,2154,0.02422,Geneformer,celltype.l3,2701,1.93327
PBMC,2154,0.02422,PCA,celltype.l3,42,1.65845
PBMC,2154,0.02422,PCA,celltype.l3,2303,1.64891
PBMC,2154,0.02422,PCA,celltype.l3,2701,1.58199
PBMC,2154,0.02422,RandomProjection,celltype.l3,42,0.77515
PBMC,2154,0.02422,RandomProjection,celltype.l3,2303,0.7979
PBMC,2154,0.02422,RandomProjection,celltype.l3,2701,0.77515
PBMC,2154,0.02422,SCVI,celltype.l3,42,2.07783
PBMC,2154,0.02422,SCVI,celltype.l3,2303,2.08708
PBMC,2154,0.02422,SCVI,celltype.l3,2701,2.05474
PBMC,2154,0.050973,Geneformer,celltype.l3,42,2.38438
PBMC,2154,0.050973,Geneformer,celltype.l3,2303,2.33377
PBMC,2154,0.050973,Geneformer,celltype.l3,2701,2.34713
PBMC,2154,0.050973,PCA,celltype.l3,42,2.00769
PBMC,2154,0.050973,PCA,celltype.l3,2303,2.01981
PBMC,2154,0.050973,PCA,celltype.l3,2701,1.98667
PBMC,2154,0.050973,RandomProjection,celltype.l3,42,1.18647
PBMC,2154,0.050973,RandomProjection,celltype.l3,2303,1.1766
PBMC,2154,0.050973,RandomProjection,celltype.l3,2701,1.18647
PBMC,2154,0.050973,SCVI,celltype.l3,42,2.40155
PBMC,2154,0.050973,SCVI,celltype.l3,2303,2.44702
PBMC,2154,0.050973,SCVI,celltype.l3,2701,2.43399
PBMC,2154,0.1072766,Geneformer,celltype.l3,42,2.29041
PBMC,2154,0.1072766,Geneformer,celltype.l3,2303,2.5195
PBMC,2154,0.1072766,Geneformer,celltype.l3,2701,2.5034
PBMC,2154,0.1072766,PCA,celltype.l3,42,2.30868
PBMC,2154,0.1072766,PCA,celltype.l3,2303,2.3259
PBMC,2154,0.1072766,PCA,celltype.l3,2701,2.34056
PBMC,2154,0.1072766,RandomProjection,celltype.l3,42,1.54612
PBMC,2154,0.1072766,RandomProjection,celltype.l3,2303,1.55153
PBMC,2154,0.1072766,RandomProjection,celltype.l3,2701,1.54612
PBMC,2154,0.1072766,SCVI,celltype.l3,42,2.62062
PBMC,2154,0.1072766,SCVI,celltype.l3,2303,2.61682
PBMC,2154,0.1072766,SCVI,celltype.l3,2701,2.61354
PBMC,2154,0.225772,Geneformer,celltype.l3,42,2.58403
PBMC,2154,0.225772,Geneformer,celltype.l3,2303,2.72725
PBMC,2154,0.225772,Geneformer,celltype.l3,2701,2.7133
PBMC,2154,0.225772,PCA,celltype.l3,42,2.57436
PBMC,2154,0.225772,PCA,celltype.l3,2303,2.59523
PBMC,2154,0.225772,PCA,celltype.l3,2701,2.56729
PBMC,2154,0.225772,RandomProjection,celltype.l3,42,1.86693
PBMC,2154,0.225772,RandomProjection,celltype.l3,2303,1.8254
PBMC,2154,0.225772,RandomProjection,celltype.l3,2701,1.86693
PBMC,2154,0.225772,SCVI,celltype.l3,42,2.83396
PBMC,2154,0.225772,SCVI,celltype.l3,2303,2.68278
PBMC,2154,0.225772,SCVI,celltype.l3,2701,2.68663
PBMC,2154,0.4751547,Geneformer,celltype.l3,42,2.74298
PBMC,2154,0.4751547,Geneformer,celltype.l3,2303,2.71648
PBMC,2154,0.4751547,Geneformer,celltype.l3,2701,2.70282
PBMC,2154,0.4751547,PCA,celltype.l3,42,2.9511
PBMC,2154,0.4751547,PCA,celltype.l3,2303,2.93627
PBMC,2154,0.4751547,PCA,celltype.l3,2701,2.97739
PBMC,2154,0.4751547,RandomProjection,celltype.l3,42,2.17521
PBMC,2154,0.4751547,RandomProjection,celltype.l3,2303,2.13161
PBMC,2154,0.4751547,RandomProjection,celltype.l3,2701,2.17521
PBMC,2154,0.4751547,SCVI,celltype.l3,42,2.94615
PBMC,2154,0.4751547,SCVI,celltype.l3,2303,2.78085
PBMC,2154,0.4751547,SCVI,celltype.l3,2701,2.76805
PBMC,2154,1.0,Geneformer,celltype.l3,42,2.97541
PBMC,2154,1.0,Geneformer,celltype.l3,2303,2.94552
PBMC,2154,1.0,Geneformer,celltype.l3,2701,2.88044
PBMC,2154,1.0,PCA,celltype.l3,42,3.16641
PBMC,2154,1.0,PCA,celltype.l3,2303,3.20022
PBMC,2154,1.0,PCA,celltype.l3,2701,3.18258
PBMC,2154,1.0,RandomProjection,celltype.l3,42,2.4237
PBMC,2154,1.0,RandomProjection,celltype.l3,2303,2.38083
PBMC,2154,1.0,RandomProjection,celltype.l3,2701,2.4237
PBMC,2154,1.0,SCVI,celltype.l3,42,2.86559
PBMC,2154,1.0,SCVI,celltype.l3,2303,2.85978
PBMC,2154,1.0,SCVI,celltype.l3,2701,2.88655
PBMC,4641,0.0012346,Geneformer,celltype.l3,42,0.66564
PBMC,4641,0.0012346,Geneformer,celltype.l3,2303,0.7289
PBMC,4641,0.0012346,Geneformer,celltype.l3,2701,0.68583
PBMC,4641,0.0012346,PCA,celltype.l3,42,1.80221
PBMC,4641,0.0012346,PCA,celltype.l3,2303,0.37351
PBMC,4641,0.0012346,PCA,celltype.l3,2701,1.79245
PBMC,4641,0.0012346,RandomProjection,celltype.l3,42,0.17683
PBMC,4641,0.0012346,RandomProjection,celltype.l3,2303,0.17462
PBMC,4641,0.0012346,RandomProjection,celltype.l3,2701,0.17683
PBMC,4641,0.0012346,SCVI,celltype.l3,42,0.48367
PBMC,4641,0.0012346,SCVI,celltype.l3,2303,0.51401
PBMC,4641,0.0012346,SCVI,celltype.l3,2701,0.44348
PBMC,4641,0.0025982,Geneformer,celltype.l3,42,0.9674
PBMC,4641,0.0025982,Geneformer,celltype.l3,2303,1.01717
PBMC,4641,0.0025982,Geneformer,celltype.l3,2701,1.01006
PBMC,4641,0.0025982,PCA,celltype.l3,42,1.70746
PBMC,4641,0.0025982,PCA,celltype.l3,2303,0.6584
PBMC,4641,0.0025982,PCA,celltype.l3,2701,1.68835
PBMC,4641,0.0025982,RandomProjection,celltype.l3,42,0.20138
PBMC,4641,0.0025982,RandomProjection,celltype.l3,2303,0.20576
PBMC,4641,0.0025982,RandomProjection,celltype.l3,2701,0.20138
PBMC,4641,0.0025982,SCVI,celltype.l3,42,0.771
PBMC,4641,0.0025982,SCVI,celltype.l3,2303,0.87759
PBMC,4641,0.0025982,SCVI,celltype.l3,2701,0.86964
PBMC,4641,0.0054682,Geneformer,celltype.l3,42,1.35334
PBMC,4641,0.0054682,Geneformer,celltype.l3,2303,1.36553
PBMC,4641,0.0054682,Geneformer,celltype.l3,2701,1.34434
PBMC,4641,0.0054682,PCA,celltype.l3,42,1.58712
PBMC,4641,0.0054682,PCA,celltype.l3,2303,0.91409
PBMC,4641,0.0054682,PCA,celltype.l3,2701,1.59571
PBMC,4641,0.0054682,RandomProjection,celltype.l3,42,0.23654
PBMC,4641,0.0054682,RandomProjection,celltype.l3,2303,0.32302
PBMC,4641,0.0054682,RandomProjection,celltype.l3,2701,0.23654
PBMC,4641,0.0054682,SCVI,celltype.l3,42,1.29746
PBMC,4641,0.0054682,SCVI,celltype.l3,2303,1.30053
PBMC,4641,0.0054682,SCVI,celltype.l3,2701,1.27096
PBMC,4641,0.0115083,Geneformer,celltype.l3,42,1.58064
PBMC,4641,0.0115083,Geneformer,celltype.l3,2303,1.59283
PBMC,4641,0.0115083,Geneformer,celltype.l3,2701,1.55511
PBMC,4641,0.0115083,PCA,celltype.l3,42,1.5447
PBMC,4641,0.0115083,PCA,celltype.l3,2303,1.22579
PBMC,4641,0.0115083,PCA,celltype.l3,2701,1.53982
PBMC,4641,0.0115083,RandomProjection,celltype.l3,42,0.4504
PBMC,4641,0.0115083,RandomProjection,celltype.l3,2303,0.54692
PBMC,4641,0.0115083,RandomProjection,celltype.l3,2701,0.4504
PBMC,4641,0.0115083,SCVI,celltype.l3,42,1.77798
PBMC,4641,0.0115083,SCVI,celltype.l3,2303,1.81524
PBMC,4641,0.0115083,SCVI,celltype.l3,2701,1.72876
PBMC,4641,0.02422,Geneformer,celltype.l3,42,1.9721
PBMC,4641,0.02422,Geneformer,celltype.l3,2303,1.89732
PBMC,4641,0.02422,Geneformer,celltype.l3,2701,1.95209
PBMC,4641,0.02422,PCA,celltype.l3,42,1.63537
PBMC,4641,0.02422,PCA,celltype.l3,2303,1.67111
PBMC,4641,0.02422,PCA,celltype.l3,2701,1.59653
PBMC,4641,0.02422,RandomProjection,celltype.l3,42,0.77515
PBMC,4641,0.02422,RandomProjection,celltype.l3,2303,0.7979
PBMC,4641,0.02422,RandomProjection,celltype.l3,2701,0.77515
PBMC,4641,0.02422,SCVI,celltype.l3,42,2.0801
PBMC,4641,0.02422,SCVI,celltype.l3,2303,2.12475
PBMC,4641,0.02422,SCVI,celltype.l3,2701,2.11458
PBMC,4641,0.050973,Geneformer,celltype.l3,42,2.20795
PBMC,4641,0.050973,Geneformer,celltype.l3,2303,2.40755
PBMC,4641,0.050973,Geneformer,celltype.l3,2701,2.3842
PBMC,4641,0.050973,PCA,celltype.l3,42,2.10843
PBMC,4641,0.050973,PCA,celltype.l3,2303,2.01985
PBMC,4641,0.050973,PCA,celltype.l3,2701,2.0439
PBMC,4641,0.050973,RandomProjection,celltype.l3,42,1.18647
PBMC,4641,0.050973,RandomProjection,celltype.l3,2303,1.1766
PBMC,4641,0.050973,RandomProjection,celltype.l3,2701,1.18647
PBMC,4641,0.050973,SCVI,celltype.l3,42,2.4071
PBMC,4641,0.050973,SCVI,celltype.l3,2303,2.4788
PBMC,4641,0.050973,SCVI,celltype.l3,2701,2.4711
PBMC,4641,0.1072766,Geneformer,celltype.l3,42,2.47522
PBMC,4641,0.1072766,Geneformer,celltype.l3,2303,2.60537
PBMC,4641,0.1072766,Geneformer,celltype.l3,2701,2.6077
PBMC,4641,0.1072766,PCA,celltype.l3,42,2.33961
PBMC,4641,0.1072766,PCA,celltype.l3,2303,2.36187
PBMC,4641,0.1072766,PCA,celltype.l3,2701,2.32921
PBMC,4641,0.1072766,RandomProjection,celltype.l3,42,1.54612
PBMC,4641,0.1072766,RandomProjection,celltype.l3,2303,1.55153
PBMC,4641,0.1072766,RandomProjection,celltype.l3,2701,1.54612
PBMC,4641,0.1072766,SCVI,celltype.l3,42,2.72729
PBMC,4641,0.1072766,SCVI,celltype.l3,2303,2.72144
PBMC,4641,0.1072766,SCVI,celltype.l3,2701,2.75471
PBMC,4641,0.225772,Geneformer,celltype.l3,42,2.76518
PBMC,4641,0.225772,Geneformer,celltype.l3,2303,2.77921
PBMC,4641,0.225772,Geneformer,celltype.l3,2701,2.80689
PBMC,4641,0.225772,PCA,celltype.l3,42,2.6149
PBMC,4641,0.225772,PCA,celltype.l3,2303,2.65675
PBMC,4641,0.225772,PCA,celltype.l3,2701,2.64274
PBMC,4641,0.225772,RandomProjection,celltype.l3,42,1.86693
PBMC,4641,0.225772,RandomProjection,celltype.l3,2303,1.8254
PBMC,4641,0.225772,RandomProjection,celltype.l3,2701,1.86693
PBMC,4641,0.225772,SCVI,celltype.l3,42,2.97754
PBMC,4641,0.225772,SCVI,celltype.l3,2303,3.10773
PBMC,4641,0.225772,SCVI,celltype.l3,2701,3.10587
PBMC,4641,0.4751547,Geneformer,celltype.l3,42,2.85951
PBMC,4641,0.4751547,Geneformer,celltype.l3,2303,2.7977
PBMC,4641,0.4751547,Geneformer,celltype.l3,2701,2.76413
PBMC,4641,0.4751547,PCA,celltype.l3,42,2.9501
PBMC,4641,0.4751547,PCA,celltype.l3,2303,2.95962
PBMC,4641,0.4751547,PCA,celltype.l3,2701,2.95406
PBMC,4641,0.4751547,RandomProjection,celltype.l3,42,2.17521
PBMC,4641,0.4751547,RandomProjection,celltype.l3,2303,2.13161
PBMC,4641,0.4751547,RandomProjection,celltype.l3,2701,2.17521
PBMC,4641,0.4751547,SCVI,celltype.l3,42,3.20557
PBMC,4641,0.4751547,SCVI,celltype.l3,2303,2.98502
PBMC,4641,0.4751547,SCVI,celltype.l3,2701,2.98188
PBMC,4641,1.0,Geneformer,celltype.l3,42,3.04498
PBMC,4641,1.0,Geneformer,celltype.l3,2303,3.0841
PBMC,4641,1.0,Geneformer,celltype.l3,2701,3.07637
PBMC,4641,1.0,PCA,celltype.l3,42,3.17841
PBMC,4641,1.0,PCA,celltype.l3,2303,3.20074
PBMC,4641,1.0,PCA,celltype.l3,2701,3.16321
PBMC,4641,1.0,RandomProjection,celltype.l3,42,2.4237
PBMC,4641,1.0,RandomProjection,celltype.l3,2303,2.38083
PBMC,4641,1.0,RandomProjection,celltype.l3,2701,2.4237
PBMC,4641,1.0,SCVI,celltype.l3,42,3.43316
PBMC,4641,1.0,SCVI,celltype.l3,2303,3.17656
PBMC,4641,1.0,SCVI,celltype.l3,2701,3.18728
PBMC,10000,0.0012346,Geneformer,celltype.l3,42,0.69495
PBMC,10000,0.0012346,Geneformer,celltype.l3,2303,0.73214
PBMC,10000,0.0012346,Geneformer,celltype.l3,2701,0.7147
PBMC,10000,0.0012346,PCA,celltype.l3,42,1.81484
PBMC,10000,0.0012346,PCA,celltype.l3,2303,0.38053
PBMC,10000,0.0012346,PCA,celltype.l3,2701,1.79253
PBMC,10000,0.0012346,RandomProjection,celltype.l3,42,0.17683
PBMC,10000,0.0012346,RandomProjection,celltype.l3,2303,0.17462
PBMC,10000,0.0012346,RandomProjection,celltype.l3,2701,0.17683
PBMC,10000,0.0012346,SCVI,celltype.l3,42,0.50926
PBMC,10000,0.0012346,SCVI,celltype.l3,2303,0.57579
PBMC,10000,0.0012346,SCVI,celltype.l3,2701,0.61229
PBMC,10000,0.0025982,Geneformer,celltype.l3,42,1.04811
PBMC,10000,0.0025982,Geneformer,celltype.l3,2303,1.01771
PBMC,10000,0.0025982,Geneformer,celltype.l3,2701,1.03587
PBMC,10000,0.0025982,PCA,celltype.l3,42,1.71634
PBMC,10000,0.0025982,PCA,celltype.l3,2303,0.68064
PBMC,10000,0.0025982,PCA,celltype.l3,2701,1.70708
PBMC,10000,0.0025982,RandomProjection,celltype.l3,42,0.20138
PBMC,10000,0.0025982,RandomProjection,celltype.l3,2303,0.20576
PBMC,10000,0.0025982,RandomProjection,celltype.l3,2701,0.20138
PBMC,10000,0.0025982,SCVI,celltype.l3,42,0.85142
PBMC,10000,0.0025982,SCVI,celltype.l3,2303,0.88626
PBMC,10000,0.0025982,SCVI,celltype.l3,2701,0.86355
PBMC,10000,0.0054682,Geneformer,celltype.l3,42,1.35356
PBMC,10000,0.0054682,Geneformer,celltype.l3,2303,1.3535
PBMC,10000,0.0054682,Geneformer,celltype.l3,2701,1.38998
PBMC,10000,0.0054682,PCA,celltype.l3,42,1.59601
PBMC,10000,0.0054682,PCA,celltype.l3,2303,0.9614
PBMC,10000,0.0054682,PCA,celltype.l3,2701,1.59594
PBMC,10000,0.0054682,RandomProjection,celltype.l3,42,0.23654
PBMC,10000,0.0054682,RandomProjection,celltype.l3,2303,0.32302
PBMC,10000,0.0054682,RandomProjection,celltype.l3,2701,0.23654
PBMC,10000,0.0054682,SCVI,celltype.l3,42,1.37156
PBMC,10000,0.0054682,SCVI,celltype.l3,2303,1.42909
PBMC,10000,0.0054682,SCVI,celltype.l3,2701,1.45408
PBMC,10000,0.0115083,Geneformer,celltype.l3,42,1.69421
PBMC,10000,0.0115083,Geneformer,celltype.l3,2303,1.69634
PBMC,10000,0.0115083,Geneformer,celltype.l3,2701,1.68817
PBMC,10000,0.0115083,PCA,celltype.l3,42,1.6092
PBMC,10000,0.0115083,PCA,celltype.l3,2303,1.28594
PBMC,10000,0.0115083,PCA,celltype.l3,2701,1.56927
PBMC,10000,0.0115083,RandomProjection,celltype.l3,42,0.4504
PBMC,10000,0.0115083,RandomProjection,celltype.l3,2303,0.54692
PBMC,10000,0.0115083,RandomProjection,celltype.l3,2701,0.4504
PBMC,10000,0.0115083,SCVI,celltype.l3,42,1.83035
PBMC,10000,0.0115083,SCVI,celltype.l3,2303,1.82167
PBMC,10000,0.0115083,SCVI,celltype.l3,2701,1.82185
PBMC,10000,0.02422,Geneformer,celltype.l3,42,2.24032
PBMC,10000,0.02422,Geneformer,celltype.l3,2303,2.24579
PBMC,10000,0.02422,Geneformer,celltype.l3,2701,2.10455
PBMC,10000,0.02422,PCA,celltype.l3,42,1.63956
PBMC,10000,0.02422,PCA,celltype.l3,2303,1.62979
PBMC,10000,0.02422,PCA,celltype.l3,2701,1.61244
PBMC,10000,0.02422,RandomProjection,celltype.l3,42,0.77515
PBMC,10000,0.02422,RandomProjection,celltype.l3,2303,0.7979
PBMC,10000,0.02422,RandomProjection,celltype.l3,2701,0.77515
PBMC,10000,0.02422,SCVI,celltype.l3,42,2.16185
PBMC,10000,0.02422,SCVI,celltype.l3,2303,2.22633
PBMC,10000,0.02422,SCVI,celltype.l3,2701,2.2042
PBMC,10000,0.050973,Geneformer,celltype.l3,42,2.3448
PBMC,10000,0.050973,Geneformer,celltype.l3,2303,2.42174
PBMC,10000,0.050973,Geneformer,celltype.l3,2701,2.45063
PBMC,10000,0.050973,PCA,celltype.l3,42,2.08869
PBMC,10000,0.050973,PCA,celltype.l3,2303,2.02921
PBMC,10000,0.050973,PCA,celltype.l3,2701,2.00865
PBMC,10000,0.050973,RandomProjection,celltype.l3,42,1.18647
PBMC,10000,0.050973,RandomProjection,celltype.l3,2303,1.1766
PBMC,10000,0.050973,RandomProjection,celltype.l3,2701,1.18647
PBMC,10000,0.050973,SCVI,celltype.l3,42,2.53124
PBMC,10000,0.050973,SCVI,celltype.l3,2303,2.53806
PBMC,10000,0.050973,SCVI,celltype.l3,2701,2.56756
PBMC,10000,0.1072766,Geneformer,celltype.l3,42,2.46769
PBMC,10000,0.1072766,Geneformer,celltype.l3,2303,2.60269
PBMC,10000,0.1072766,Geneformer,celltype.l3,2701,2.57788
PBMC,10000,0.1072766,PCA,celltype.l3,42,2.34874
PBMC,10000,0.1072766,PCA,celltype.l3,2303,2.35608
PBMC,10000,0.1072766,PCA,celltype.l3,2701,2.33364
PBMC,10000,0.1072766,RandomProjection,celltype.l3,42,1.54612
PBMC,10000,0.1072766,RandomProjection,celltype.l3,2303,1.55153
PBMC,10000,0.1072766,RandomProjection,celltype.l3,2701,1.54612
PBMC,10000,0.1072766,SCVI,celltype.l3,42,2.85911
PBMC,10000,0.1072766,SCVI,celltype.l3,2303,2.91233
PBMC,10000,0.1072766,SCVI,celltype.l3,2701,2.90266
PBMC,10000,0.225772,Geneformer,celltype.l3,42,2.81369
PBMC,10000,0.225772,Geneformer,celltype.l3,2303,2.82595
PBMC,10000,0.225772,Geneformer,celltype.l3,2701,2.86399
PBMC,10000,0.225772,PCA,celltype.l3,42,2.56334
PBMC,10000,0.225772,PCA,celltype.l3,2303,2.59553
PBMC,10000,0.225772,PCA,celltype.l3,2701,2.57166
PBMC,10000,0.225772,RandomProjection,celltype.l3,42,1.86693
PBMC,10000,0.225772,RandomProjection,celltype.l3,2303,1.8254
PBMC,10000,0.225772,RandomProjection,celltype.l3,2701,1.86693
PBMC,10000,0.225772,SCVI,celltype.l3,42,3.1392
PBMC,10000,0.225772,SCVI,celltype.l3,2303,3.20472
PBMC,10000,0.225772,SCVI,celltype.l3,2701,3.18679
PBMC,10000,0.4751547,Geneformer,celltype.l3,42,2.76724
PBMC,10000,0.4751547,Geneformer,celltype.l3,2303,2.89167
PBMC,10000,0.4751547,Geneformer,celltype.l3,2701,2.82959
PBMC,10000,0.4751547,PCA,celltype.l3,42,2.99128
PBMC,10000,0.4751547,PCA,celltype.l3,2303,3.00143
PBMC,10000,0.4751547,PCA,celltype.l3,2701,2.96913
PBMC,10000,0.4751547,RandomProjection,celltype.l3,42,2.17521
PBMC,10000,0.4751547,RandomProjection,celltype.l3,2303,2.13161
PBMC,10000,0.4751547,RandomProjection,celltype.l3,2701,2.17521
PBMC,10000,0.4751547,SCVI,celltype.l3,42,3.33985
PBMC,10000,0.4751547,SCVI,celltype.l3,2303,2.97692
PBMC,10000,0.4751547,SCVI,celltype.l3,2701,2.99508
PBMC,10000,1.0,Geneformer,celltype.l3,42,3.14099
PBMC,10000,1.0,Geneformer,celltype.l3,2303,3.16086
PBMC,10000,1.0,Geneformer,celltype.l3,2701,3.15734
PBMC,10000,1.0,PCA,celltype.l3,42,3.16844
PBMC,10000,1.0,PCA,celltype.l3,2303,3.20244
PBMC,10000,1.0,PCA,celltype.l3,2701,3.17888
PBMC,10000,1.0,RandomProjection,celltype.l3,42,2.4237
PBMC,10000,1.0,RandomProjection,celltype.l3,2303,2.38083
PBMC,10000,1.0,RandomProjection,celltype.l3,2701,2.4237
PBMC,10000,1.0,SCVI,celltype.l3,42,3.55483
