dataset,size,quality,algorithm,signal,seed,mi_value
PBMC,10000,0.4751547,RandomProjection,protein_counts,2303,2.61263
PBMC,10000,0.4751547,RandomProjection,protein_counts,2701,2.62211
PBMC,10000,0.4751547,SCVI,protein_counts,42,4.06118
PBMC,10000,0.4751547,SCVI,protein_counts,2303,3.65811
PBMC,10000,0.4751547,SCVI,protein_counts,2701,3.54832
PBMC,10000,1.0,Geneformer,protein_counts,42,3.76199
PBMC,10000,1.0,Geneformer,protein_counts,2303,3.66064
PBMC,10000,1.0,Geneformer,protein_counts,2701,3.72176
PBMC,10000,1.0,PCA,protein_counts,42,3.80813
PBMC,10000,1.0,PCA,protein_counts,2303,3.7949
PBMC,10000,1.0,PCA,protein_counts,2701,3.83323
PBMC,10000,1.0,RandomProjection,protein_counts,42,2.8748
PBMC,10000,1.0,RandomProjection,protein_counts,2303,2.86534
PBMC,10000,1.0,RandomProjection,protein_counts,2701,2.8748
PBMC,10000,1.0,SCVI,protein_counts,42,4.69221
PBMC,10000,1.0,SCVI,protein_counts,2303,4.35325
PBMC,10000,1.0,SCVI,protein_counts,2701,4.31241
PBMC,21544,0.0012346,Geneformer,protein_counts,42,0.80539
PBMC,21544,0.0012346,Geneformer,protein_counts,2303,0.85821
PBMC,21544,0.0012346,Geneformer,protein_counts,2701,0.78985
PBMC,21544,0.0012346,PCA,protein_counts,42,0.362
PBMC,21544,0.0012346,PCA,protein_counts,2303,0.39499
PBMC,21544,0.0012346,PCA,protein_counts,2701,0.38347
PBMC,21544,0.0012346,RandomProjection,protein_counts,42,0.25169
PBMC,21544,0.0012346,RandomProjection,protein_counts,2303,0.24459
PBMC,21544,0.0012346,RandomProjection,protein_counts,2701,0.25169
PBMC,21544,0.0012346,SCVI,protein_counts,42,0.67433
PBMC,21544,0.0012346,SCVI,protein_counts,2303,0.63966
PBMC,21544,0.0012346,SCVI,protein_counts,2701,0.64911
PBMC,21544,0.0025982,Geneformer,protein_counts,42,1.22408
PBMC,21544,0.0025982,Geneformer,protein_counts,2303,1.25038
PBMC,21544,0.0025982,Geneformer,protein_counts,2701,1.20143
PBMC,21544,0.0025982,PCA,protein_counts,42,0.63152
PBMC,21544,0.0025982,PCA,protein_counts,2303,0.61432
PBMC,21544,0.0025982,PCA,protein_counts,2701,0.60145
PBMC,21544,0.0025982,RandomProjection,protein_counts,42,0.2752
PBMC,21544,0.0025982,RandomProjection,protein_counts,2303,0.28246
PBMC,21544,0.0025982,RandomProjection,protein_counts,2701,0.2752
PBMC,21544,0.0025982,SCVI,protein_counts,42,1.07265
PBMC,21544,0.0025982,SCVI,protein_counts,2303,1.09066
PBMC,21544,0.0025982,SCVI,protein_counts,2701,1.09292
PBMC,21544,0.0054682,Geneformer,protein_counts,42,1.69273
PBMC,21544,0.0054682,Geneformer,protein_counts,2303,1.74671
PBMC,21544,0.0054682,Geneformer,protein_counts,2701,1.66146
PBMC,21544,0.0054682,PCA,protein_counts,42,0.9367
PBMC,21544,0.0054682,PCA,protein_counts,2303,0.95245
PBMC,21544,0.0054682,PCA,protein_counts,2701,0.94374
PBMC,21544,0.0054682,RandomProjection,protein_counts,42,0.41653
PBMC,21544,0.0054682,RandomProjection,protein_counts,2303,0.38736
PBMC,21544,0.0054682,RandomProjection,protein_counts,2701,0.41653
PBMC,21544,0.0054682,SCVI,protein_counts,42,1.57742
PBMC,21544,0.0054682,SCVI,protein_counts,2303,1.61405
PBMC,21544,0.0054682,SCVI,protein_counts,2701,1.64313
PBMC,21544,0.0115083,Geneformer,protein_counts,42,2.19033
PBMC,21544,0.0115083,Geneformer,protein_counts,2303,2.20631
PBMC,21544,0.0115083,Geneformer,protein_counts,2701,2.22744
PBMC,21544,0.0115083,PCA,protein_counts,42,1.3856
PBMC,21544,0.0115083,PCA,protein_counts,2303,1.3307
PBMC,21544,0.0115083,PCA,protein_counts,2701,1.34386
PBMC,21544,0.0115083,RandomProjection,protein_counts,42,0.6329
PBMC,21544,0.0115083,RandomProjection,protein_counts,2303,0.65149
PBMC,21544,0.0115083,RandomProjection,protein_counts,2701,0.6329
PBMC,21544,0.0115083,SCVI,protein_counts,42,2.08175
PBMC,21544,0.0115083,SCVI,protein_counts,2303,2.18728
PBMC,21544,0.0115083,SCVI,protein_counts,2701,2.17763
PBMC,21544,0.02422,Geneformer,protein_counts,42,2.65636
PBMC,21544,0.02422,Geneformer,protein_counts,2303,2.64206
PBMC,21544,0.02422,Geneformer,protein_counts,2701,2.6928
PBMC,21544,0.02422,PCA,protein_counts,42,1.83031
PBMC,21544,0.02422,PCA,protein_counts,2303,1.79281
PBMC,21544,0.02422,PCA,protein_counts,2701,1.82744
PBMC,21544,0.02422,RandomProjection,protein_counts,42,1.01817
PBMC,21544,0.02422,RandomProjection,protein_counts,2303,1.02923
PBMC,21544,0.02422,RandomProjection,protein_counts,2701,1.01817
PBMC,21544,0.02422,SCVI,protein_counts,42,2.51707
PBMC,21544,0.02422,SCVI,protein_counts,2303,2.67642
PBMC,21544,0.02422,SCVI,protein_counts,2701,2.70222
PBMC,21544,0.050973,Geneformer,protein_counts,42,2.9991
PBMC,21544,0.050973,Geneformer,protein_counts,2303,2.85614
PBMC,21544,0.050973,Geneformer,protein_counts,2701,2.87707
PBMC,21544,0.050973,PCA,protein_counts,42,2.21642
PBMC,21544,0.050973,PCA,protein_counts,2303,2.23798
PBMC,21544,0.050973,PCA,protein_counts,2701,2.28701
PBMC,21544,0.050973,RandomProjection,protein_counts,42,1.46463
PBMC,21544,0.050973,RandomProjection,protein_counts,2303,1.47537
PBMC,21544,0.050973,RandomProjection,protein_counts,2701,1.46463
PBMC,21544,0.050973,SCVI,protein_counts,42,3.07358
PBMC,21544,0.050973,SCVI,protein_counts,2303,3.14104
PBMC,21544,0.050973,SCVI,protein_counts,2701,3.20111
PBMC,21544,0.1072766,Geneformer,protein_counts,42,3.25805
PBMC,21544,0.1072766,Geneformer,protein_counts,2303,3.42259
PBMC,21544,0.1072766,Geneformer,protein_counts,2701,3.39134
PBMC,21544,0.1072766,PCA,protein_counts,42,2.63774
PBMC,21544,0.1072766,PCA,protein_counts,2303,2.62686
PBMC,21544,0.1072766,PCA,protein_counts,2701,2.63448
PBMC,21544,0.1072766,RandomProjection,protein_counts,42,1.87921
PBMC,21544,0.1072766,RandomProjection,protein_counts,2303,1.93615
PBMC,21544,0.1072766,RandomProjection,protein_counts,2701,1.87921
PBMC,21544,0.1072766,SCVI,protein_counts,42,3.53276
PBMC,21544,0.1072766,SCVI,protein_counts,2303,3.74555
PBMC,21544,0.1072766,SCVI,protein_counts,2701,3.80268
PBMC,21544,0.225772,Geneformer,protein_counts,42,3.66557
PBMC,21544,0.225772,Geneformer,protein_counts,2303,3.44761
PBMC,21544,0.225772,Geneformer,protein_counts,2701,3.43867
PBMC,21544,0.225772,PCA,protein_counts,42,2.98665
PBMC,21544,0.225772,PCA,protein_counts,2303,3.01255
PBMC,21544,0.225772,PCA,protein_counts,2701,3.07307
PBMC,21544,0.225772,RandomProjection,protein_counts,42,2.34458
PBMC,21544,0.225772,RandomProjection,protein_counts,2303,2.30841
PBMC,21544,0.225772,RandomProjection,protein_counts,2701,2.34458
PBMC,21544,0.225772,SCVI,protein_counts,42,4.08507
PBMC,21544,0.225772,SCVI,protein_counts,2303,4.16244
PBMC,21544,0.225772,SCVI,protein_counts,2701,4.20705
PBMC,21544,0.4751547,Geneformer,protein_counts,42,3.67075
PBMC,21544,0.4751547,Geneformer,protein_counts,2303,3.64259
PBMC,21544,0.4751547,Geneformer,protein_counts,2701,3.59668
PBMC,21544,0.4751547,PCA,protein_counts,42,3.49343
PBMC,21544,0.4751547,PCA,protein_counts,2303,3.42928
PBMC,21544,0.4751547,PCA,protein_counts,2701,3.5381
PBMC,21544,0.4751547,RandomProjection,protein_counts,42,2.62211
PBMC,21544,0.4751547,RandomProjection,protein_counts,2303,2.61263
PBMC,21544,0.4751547,RandomProjection,protein_counts,2701,2.62211
PBMC,21544,0.4751547,SCVI,protein_counts,42,4.61807
PBMC,21544,0.4751547,SCVI,protein_counts,2303,4.4331
PBMC,21544,0.4751547,SCVI,protein_counts,2701,4.59614
PBMC,21544,1.0,Geneformer,protein_counts,42,3.67113
PBMC,21544,1.0,Geneformer,protein_counts,2303,3.64011
PBMC,21544,1.0,Geneformer,protein_counts,2701,3.6777
PBMC,21544,1.0,PCA,protein_counts,42,3.84406
PBMC,21544,1.0,PCA,protein_counts,2303,3.78624
PBMC,21544,1.0,PCA,protein_counts,2701,3.87521
PBMC,21544,1.0,RandomProjection,protein_counts,42,2.8748
PBMC,21544,1.0,RandomProjection,protein_counts,2303,2.86534
PBMC,21544,1.0,RandomProjection,protein_counts,2701,2.8748
PBMC,21544,1.0,SCVI,protein_counts,42,4.69979
PBMC,21544,1.0,SCVI,protein_counts,2303,4.6867
PBMC,21544,1.0,SCVI,protein_counts,2701,4.7598
PBMC,46415,0.0012346,Geneformer,protein_counts,42,0.76097
PBMC,46415,0.0012346,Geneformer,protein_counts,2303,0.81947
PBMC,46415,0.0012346,Geneformer,protein_counts,2701,0.77619
PBMC,46415,0.0012346,PCA,protein_counts,42,0.37971
PBMC,46415,0.0012346,PCA,protein_counts,2303,0.3964
PBMC,46415,0.0012346,PCA,protein_counts,2701,0.3825
PBMC,46415,0.0012346,RandomProjection,protein_counts,42,0.25169
PBMC,46415,0.0012346,RandomProjection,protein_counts,2303,0.24459
PBMC,46415,0.0012346,RandomProjection,protein_counts,2701,0.25169
PBMC,46415,0.0012346,SCVI,protein_counts,42,0.73049
PBMC,46415,0.0012346,SCVI,protein_counts,2303,0.76733
PBMC,46415,0.0012346,SCVI,protein_counts,2701,0.71804
PBMC,46415,0.0025982,Geneformer,protein_counts,42,1.25774
PBMC,46415,0.0025982,Geneformer,protein_counts,2303,1.22602
PBMC,46415,0.0025982,Geneformer,protein_counts,2701,1.21127
PBMC,46415,0.0025982,PCA,protein_counts,42,0.60973
PBMC,46415,0.0025982,PCA,protein_counts,2303,0.60195
PBMC,46415,0.0025982,PCA,protein_counts,2701,0.58899
PBMC,46415,0.0025982,RandomProjection,protein_counts,42,0.2752
PBMC,46415,0.0025982,RandomProjection,protein_counts,2303,0.28246
PBMC,46415,0.0025982,RandomProjection,protein_counts,2701,0.2752
PBMC,46415,0.0025982,SCVI,protein_counts,42,1.1762
PBMC,46415,0.0025982,SCVI,protein_counts,2303,1.15155
PBMC,46415,0.0025982,SCVI,protein_counts,2701,1.16633
PBMC,46415,0.0054682,Geneformer,protein_counts,42,1.67172
PBMC,46415,0.0054682,Geneformer,protein_counts,2303,1.75786
PBMC,46415,0.0054682,Geneformer,protein_counts,2701,1.72728
PBMC,46415,0.0054682,PCA,protein_counts,42,0.94264
PBMC,46415,0.0054682,PCA,protein_counts,2303,0.90499
PBMC,46415,0.0054682,PCA,protein_counts,2701,0.93203
PBMC,46415,0.0054682,RandomProjection,protein_counts,42,0.41653
PBMC,46415,0.0054682,RandomProjection,protein_counts,2303,0.38736
PBMC,46415,0.0054682,RandomProjection,protein_counts,2701,0.41653
PBMC,46415,0.0054682,SCVI,protein_counts,42,1.69482
PBMC,46415,0.0054682,SCVI,protein_counts,2303,1.70525
PBMC,46415,0.0054682,SCVI,protein_counts,2701,1.72825
PBMC,46415,0.0115083,Geneformer,protein_counts,42,2.23676
PBMC,46415,0.0115083,Geneformer,protein_counts,2303,2.25091
PBMC,46415,0.0115083,Geneformer,protein_counts,2701,2.28392
PBMC,46415,0.0115083,PCA,protein_counts,42,1.42492
PBMC,46415,0.0115083,PCA,protein_counts,2303,1.38346
PBMC,46415,0.0115083,PCA,protein_counts,2701,1.40778
PBMC,46415,0.0115083,RandomProjection,protein_counts,42,0.6329
PBMC,46415,0.0115083,RandomProjection,protein_counts,2303,0.65149
PBMC,46415,0.0115083,RandomProjection,protein_counts,2701,0.6329
PBMC,46415,0.0115083,SCVI,protein_counts,42,2.25755
PBMC,46415,0.0115083,SCVI,protein_counts,2303,2.18853
PBMC,46415,0.0115083,SCVI,protein_counts,2701,2.16016
PBMC,46415,0.02422,Geneformer,protein_counts,42,2.70983
PBMC,46415,0.02422,Geneformer,protein_counts,2303,2.53711
PBMC,46415,0.02422,Geneformer,protein_counts,2701,2.70337
PBMC,46415,0.02422,PCA,protein_counts,42,1.80572
PBMC,46415,0.02422,PCA,protein_counts,2303,1.78021
PBMC,46415,0.02422,PCA,protein_counts,2701,1.81215
PBMC,46415,0.02422,RandomProjection,protein_counts,42,1.01817
PBMC,46415,0.02422,RandomProjection,protein_counts,2303,1.02923
PBMC,46415,0.02422,RandomProjection,protein_counts,2701,1.01817
PBMC,46415,0.02422,SCVI,protein_counts,42,2.7685
PBMC,46415,0.02422,SCVI,protein_counts,2303,2.76827
PBMC,46415,0.02422,SCVI,protein_counts,2701,2.7754
PBMC,46415,0.050973,Geneformer,protein_counts,42,2.94309
PBMC,46415,0.050973,Geneformer,protein_counts,2303,2.98954
PBMC,46415,0.050973,Geneformer,protein_counts,2701,2.93996
PBMC,46415,0.050973,PCA,protein_counts,42,2.2726
PBMC,46415,0.050973,PCA,protein_counts,2303,2.25237
PBMC,46415,0.050973,PCA,protein_counts,2701,2.28088
PBMC,46415,0.050973,RandomProjection,protein_counts,42,1.46463
PBMC,46415,0.050973,RandomProjection,protein_counts,2303,1.47537
PBMC,46415,0.050973,RandomProjection,protein_counts,2701,1.46463
PBMC,46415,0.050973,SCVI,protein_counts,42,3.25987
PBMC,46415,0.050973,SCVI,protein_counts,2303,3.356
PBMC,46415,0.050973,SCVI,protein_counts,2701,3.3031
PBMC,46415,0.1072766,Geneformer,protein_counts,42,3.35605
PBMC,46415,0.1072766,Geneformer,protein_counts,2303,3.29331
PBMC,46415,0.1072766,Geneformer,protein_counts,2701,3.39306
PBMC,46415,0.1072766,PCA,protein_counts,42,2.62872
PBMC,46415,0.1072766,PCA,protein_counts,2303,2.65442
PBMC,46415,0.1072766,PCA,protein_counts,2701,2.6646
PBMC,46415,0.1072766,RandomProjection,protein_counts,42,1.87921
PBMC,46415,0.1072766,RandomProjection,protein_counts,2303,1.93615
PBMC,46415,0.1072766,RandomProjection,protein_counts,2701,1.87921
PBMC,46415,0.1072766,SCVI,protein_counts,42,3.78002
PBMC,46415,0.1072766,SCVI,protein_counts,2303,3.7704
PBMC,46415,0.1072766,SCVI,protein_counts,2701,3.89433
PBMC,46415,0.225772,Geneformer,protein_counts,42,3.379
PBMC,46415,0.225772,Geneformer,protein_counts,2303,3.50912
PBMC,46415,0.225772,Geneformer,protein_counts,2701,3.50062
PBMC,46415,0.225772,PCA,protein_counts,42,3.10255
PBMC,46415,0.225772,PCA,protein_counts,2303,3.07228
PBMC,46415,0.225772,PCA,protein_counts,2701,3.12228
PBMC,46415,0.225772,RandomProjection,protein_counts,42,2.34458
PBMC,46415,0.225772,RandomProjection,protein_counts,2303,2.30841
PBMC,46415,0.225772,RandomProjection,protein_counts,2701,2.34458
PBMC,46415,0.225772,SCVI,protein_counts,42,4.20523
PBMC,46415,0.225772,SCVI,protein_counts,2303,4.29871
PBMC,46415,0.225772,SCVI,protein_counts,2701,4.32509
PBMC,46415,0.4751547,Geneformer,protein_counts,42,4.00406
PBMC,46415,0.4751547,Geneformer,protein_counts,2303,3.68333
PBMC,46415,0.4751547,Geneformer,protein_counts,2701,3.72875
PBMC,46415,0.4751547,PCA,protein_counts,42,3.5332
PBMC,46415,0.4751547,PCA,protein_counts,2303,3.48208
PBMC,46415,0.4751547,PCA,protein_counts,2701,3.49457
PBMC,46415,0.4751547,RandomProjection,protein_counts,42,2.62211
PBMC,46415,0.4751547,RandomProjection,protein_counts,2303,2.61263
PBMC,46415,0.4751547,RandomProjection,protein_counts,2701,2.62211
PBMC,46415,0.4751547,SCVI,protein_counts,42,4.68657
PBMC,46415,0.4751547,SCVI,protein_counts,2303,4.45011
PBMC,46415,0.4751547,SCVI,protein_counts,2701,4.47573
PBMC,46415,1.0,Geneformer,protein_counts,42,3.71707
PBMC,46415,1.0,Geneformer,protein_counts,2303,3.83569
PBMC,46415,1.0,Geneformer,protein_counts,2701,3.71505
PBMC,46415,1.0,PCA,protein_counts,42,3.84362
PBMC,46415,1.0,PCA,protein_counts,2303,3.82751
PBMC,46415,1.0,PCA,protein_counts,2701,3.90865
PBMC,46415,1.0,RandomProjection,protein_counts,42,2.8748
PBMC,46415,1.0,RandomProjection,protein_counts,2303,2.86534
PBMC,46415,1.0,RandomProjection,protein_counts,2701,2.8748
PBMC,46415,1.0,SCVI,protein_counts,42,4.7383
PBMC,46415,1.0,SCVI,protein_counts,2303,4.65652
PBMC,46415,1.0,SCVI,protein_counts,2701,4.75585
PBMC,100000,0.0012346,Geneformer,protein_counts,42,0.74752
PBMC,100000,0.0012346,Geneformer,protein_counts,2303,0.85353
PBMC,100000,0.0012346,Geneformer,protein_counts,2701,0.88059
PBMC,100000,0.0012346,PCA,protein_counts,42,0.37765
PBMC,100000,0.0012346,PCA,protein_counts,2303,0.38704
PBMC,100000,0.0012346,PCA,protein_counts,2701,0.36983
PBMC,100000,0.0012346,RandomProjection,protein_counts,42,0.25169
PBMC,100000,0.0012346,RandomProjection,protein_counts,2303,0.24459
PBMC,100000,0.0012346,RandomProjection,protein_counts,2701,0.25169
PBMC,100000,0.0012346,SCVI,protein_counts,42,0.8214
PBMC,100000,0.0012346,SCVI,protein_counts,2303,0.79678
PBMC,100000,0.0012346,SCVI,protein_counts,2701,0.78437
PBMC,100000,0.0025982,Geneformer,protein_counts,42,1.30775
PBMC,100000,0.0025982,Geneformer,protein_counts,2303,1.2565
PBMC,100000,0.0025982,Geneformer,protein_counts,2701,1.27701
PBMC,100000,0.0025982,PCA,protein_counts,42,0.60488
PBMC,100000,0.0025982,PCA,protein_counts,2303,0.60869
PBMC,100000,0.0025982,PCA,protein_counts,2701,0.60487
PBMC,100000,0.0025982,RandomProjection,protein_counts,42,0.2752
PBMC,100000,0.0025982,RandomProjection,protein_counts,2303,0.28246
PBMC,100000,0.0025982,RandomProjection,protein_counts,2701,0.2752
PBMC,100000,0.0025982,SCVI,protein_counts,42,1.28946
PBMC,100000,0.0025982,SCVI,protein_counts,2303,1.244
PBMC,100000,0.0025982,SCVI,protein_counts,2701,1.27407
PBMC,100000,0.0054682,Geneformer,protein_counts,42,1.70259
PBMC,100000,0.0054682,Geneformer,protein_counts,2303,1.72944
PBMC,100000,0.0054682,Geneformer,protein_counts,2701,1.74052
PBMC,100000,0.0054682,PCA,protein_counts,42,0.95734
PBMC,100000,0.0054682,PCA,protein_counts,2303,0.92804
PBMC,100000,0.0054682,PCA,protein_counts,2701,0.96419
PBMC,100000,0.0054682,RandomProjection,protein_counts,42,0.41653
PBMC,100000,0.0054682,RandomProjection,protein_counts,2303,0.38736
PBMC,100000,0.0054682,RandomProjection,protein_counts,2701,0.41653
PBMC,100000,0.0054682,SCVI,protein_counts,42,1.85064
PBMC,100000,0.0054682,SCVI,protein_counts,2303,1.79479
PBMC,100000,0.0054682,SCVI,protein_counts,2701,1.81703
PBMC,100000,0.0115083,Geneformer,protein_counts,42,2.29315
PBMC,100000,0.0115083,Geneformer,protein_counts,2303,2.29996
PBMC,100000,0.0115083,Geneformer,protein_counts,2701,2.25193
PBMC,100000,0.0115083,PCA,protein_counts,42,1.43318
PBMC,100000,0.0115083,PCA,protein_counts,2303,1.3508
PBMC,100000,0.0115083,PCA,protein_counts,2701,1.42297
PBMC,100000,0.0115083,RandomProjection,protein_counts,42,0.6329
PBMC,100000,0.0115083,RandomProjection,protein_counts,2303,0.65149
PBMC,100000,0.0115083,RandomProjection,protein_counts,2701,0.6329
PBMC,100000,0.0115083,SCVI,protein_counts,42,2.3685
PBMC,100000,0.0115083,SCVI,protein_counts,2303,2.41394
PBMC,100000,0.0115083,SCVI,protein_counts,2701,2.36228
PBMC,100000,0.02422,Geneformer,protein_counts,42,2.77658
PBMC,100000,0.02422,Geneformer,protein_counts,2303,2.82252
PBMC,100000,0.02422,Geneformer,protein_counts,2701,2.82592
PBMC,100000,0.02422,PCA,protein_counts,42,1.86734
PBMC,100000,0.02422,PCA,protein_counts,2303,1.7511
PBMC,100000,0.02422,PCA,protein_counts,2701,1.7974
PBMC,100000,0.02422,RandomProjection,protein_counts,42,1.01817
PBMC,100000,0.02422,RandomProjection,protein_counts,2303,1.02923
PBMC,100000,0.02422,RandomProjection,protein_counts,2701,1.01817
PBMC,100000,0.02422,SCVI,protein_counts,42,2.77386
PBMC,100000,0.02422,SCVI,protein_counts,2303,2.93942
PBMC,100000,0.02422,SCVI,protein_counts,2701,2.95675
PBMC,100000,0.050973,Geneformer,protein_counts,42,3.09976
PBMC,100000,0.050973,Geneformer,protein_counts,2303,2.96185
PBMC,100000,0.050973,Geneformer,protein_counts,2701,3.01291
PBMC,100000,0.050973,PCA,protein_counts,42,2.18625
PBMC,100000,0.050973,PCA,protein_counts,2303,2.22324
PBMC,100000,0.050973,PCA,protein_counts,2701,2.22676
PBMC,100000,0.050973,RandomProjection,protein_counts,42,1.46463
PBMC,100000,0.050973,RandomProjection,protein_counts,2303,1.47537
PBMC,100000,0.050973,RandomProjection,protein_counts,2701,1.46463
PBMC,100000,0.050973,SCVI,protein_counts,42,3.42452
PBMC,100000,0.050973,SCVI,protein_counts,2303,3.46115
PBMC,100000,0.050973,SCVI,protein_counts,2701,3.51758
PBMC,100000,0.1072766,Geneformer,protein_counts,42,3.45581
PBMC,100000,0.1072766,Geneformer,protein_counts,2303,3.50931
PBMC,100000,0.1072766,Geneformer,protein_counts,2701,3.56508
PBMC,100000,0.1072766,PCA,protein_counts,42,2.58175
PBMC,100000,0.1072766,PCA,protein_counts,2303,2.62603
PBMC,100000,0.1072766,PCA,protein_counts,2701,2.66219
PBMC,100000,0.1072766,RandomProjection,protein_counts,42,1.87921
PBMC,100000,0.1072766,RandomProjection,protein_counts,2303,1.93615
PBMC,100000,0.1072766,RandomProjection,protein_counts,2701,1.87921
PBMC,100000,0.1072766,SCVI,protein_counts,42,3.97831
PBMC,100000,0.1072766,SCVI,protein_counts,2303,3.91036
PBMC,100000,0.1072766,SCVI,protein_counts,2701,3.93105
PBMC,100000,0.225772,Geneformer,protein_counts,42,3.50053
PBMC,100000,0.225772,Geneformer,protein_counts,2303,3.51885
PBMC,100000,0.225772,Geneformer,protein_counts,2701,3.54009
PBMC,100000,0.225772,PCA,protein_counts,42,3.01326
PBMC,100000,0.225772,PCA,protein_counts,2303,3.03253
PBMC,100000,0.225772,PCA,protein_counts,2701,3.10587
PBMC,100000,0.225772,RandomProjection,protein_counts,42,2.34458
PBMC,100000,0.225772,RandomProjection,protein_counts,2303,2.30841
PBMC,100000,0.225772,RandomProjection,protein_counts,2701,2.34458
PBMC,100000,0.225772,SCVI,protein_counts,42,4.28142
PBMC,100000,0.225772,SCVI,protein_counts,2303,4.33525
PBMC,100000,0.225772,SCVI,protein_counts,2701,4.3397
PBMC,100000,0.4751547,Geneformer,protein_counts,42,3.66358
PBMC,100000,0.4751547,Geneformer,protein_counts,2303,3.58423
PBMC,100000,0.4751547,Geneformer,protein_counts,2701,3.48343
PBMC,100000,0.4751547,PCA,protein_counts,42,3.49424
PBMC,100000,0.4751547,PCA,protein_counts,2303,3.47796
PBMC,100000,0.4751547,PCA,protein_counts,2701,3.52855
PBMC,100000,0.4751547,RandomProjection,protein_counts,42,2.62211
PBMC,100000,0.4751547,RandomProjection,protein_counts,2303,2.61263
PBMC,100000,0.4751547,RandomProjection,protein_counts,2701,2.62211
PBMC,100000,0.4751547,SCVI,protein_counts,42,4.59218
PBMC,100000,0.4751547,SCVI,protein_counts,2303,4.52158
PBMC,100000,0.4751547,SCVI,protein_counts,2701,4.64308
PBMC,100000,1.0,Geneformer,protein_counts,42,3.43401
PBMC,100000,1.0,Geneformer,protein_counts,2303,3.54913
PBMC,100000,1.0,Geneformer,protein_counts,2701,3.58943
PBMC,100000,1.0,PCA,protein_counts,42,3.82379
PBMC,100000,1.0,PCA,protein_counts,2303,3.81148
PBMC,100000,1.0,PCA,protein_counts,2701,3.90357
PBMC,100000,1.0,RandomProjection,protein_counts,42,2.8748
PBMC,100000,1.0,RandomProjection,protein_counts,2303,2.86534
PBMC,100000,1.0,RandomProjection,protein_counts,2701,2.8748
PBMC,100000,1.0,SCVI,protein_counts,42,4.80674
PBMC,100000,1.0,SCVI,protein_counts,2303,4.79973
PBMC,100000,1.0,SCVI,protein_counts,2701,4.85573
larry,100,0.003876,Geneformer,clone,42,-0.00982
larry,100,0.003876,Geneformer,clone,1404,-0.05929
larry,100,0.003876,Geneformer,clone,2701,-0.01957
larry,100,0.003876,PCA,clone,42,2.41426
larry,100,0.003876,PCA,clone,1404,2.42575
larry,100,0.003876,PCA,clone,2701,2.32827
larry,100,0.003876,RandomProjection,clone,42,-0.00451
larry,100,0.003876,RandomProjection,clone,1404,-0.00451
larry,100,0.003876,RandomProjection,clone,2701,-0.00451
larry,100,0.003876,SCVI,clone,42,0.02675
larry,100,0.003876,SCVI,clone,1404,-0.0081
larry,100,0.003876,SCVI,clone,2701,-0.0349
larry,100,0.0071835,Geneformer,clone,42,0.04638
larry,100,0.0071835,Geneformer,clone,1404,0.05518
larry,100,0.0071835,Geneformer,clone,2701,-0.0277
larry,100,0.0071835,PCA,clone,42,2.02288
larry,100,0.0071835,PCA,clone,1404,1.95445
larry,100,0.0071835,PCA,clone,2701,1.97569
larry,100,0.0071835,RandomProjection,clone,42,0.04314
larry,100,0.0071835,RandomProjection,clone,1404,0.04314
larry,100,0.0071835,RandomProjection,clone,2701,0.04314
larry,100,0.0071835,SCVI,clone,42,0.02978
larry,100,0.0071835,SCVI,clone,1404,-0.00348
larry,100,0.0071835,SCVI,clone,2701,0.06457
larry,100,0.0133136,Geneformer,clone,42,0.02108
larry,100,0.0133136,Geneformer,clone,1404,0.05284
larry,100,0.0133136,Geneformer,clone,2701,0.01079
larry,100,0.0133136,PCA,clone,42,1.25915
larry,100,0.0133136,PCA,clone,1404,1.2336
larry,100,0.0133136,PCA,clone,2701,1.15399
larry,100,0.0133136,RandomProjection,clone,42,0.02291
larry,100,0.0133136,RandomProjection,clone,1404,0.02291
larry,100,0.0133136,RandomProjection,clone,2701,0.02291
larry,100,0.0133136,SCVI,clone,42,0.04598
larry,100,0.0133136,SCVI,clone,1404,0.04537
larry,100,0.0133136,SCVI,clone,2701,0.07364
larry,100,0.0246748,Geneformer,clone,42,-0.04085
larry,100,0.0246748,Geneformer,clone,1404,0.04678
larry,100,0.0246748,Geneformer,clone,2701,0.06674
larry,100,0.0246748,PCA,clone,42,0.58135
larry,100,0.0246748,PCA,clone,1404,0.575
larry,100,0.0246748,PCA,clone,2701,0.64174
larry,100,0.0246748,RandomProjection,clone,42,0.02488
larry,100,0.0246748,RandomProjection,clone,1404,0.02488
larry,100,0.0246748,RandomProjection,clone,2701,0.02488
larry,100,0.0246748,SCVI,clone,42,0.02082
larry,100,0.0246748,SCVI,clone,1404,0.09979
larry,100,0.0246748,SCVI,clone,2701,0.08426
larry,100,0.0457311,Geneformer,clone,42,0.02976
larry,100,0.0457311,Geneformer,clone,1404,0.04333
larry,100,0.0457311,Geneformer,clone,2701,0.02964
larry,100,0.0457311,PCA,clone,42,0.3556
larry,100,0.0457311,PCA,clone,1404,0.34653
larry,100,0.0457311,PCA,clone,2701,0.35033
larry,100,0.0457311,RandomProjection,clone,42,0.07982
larry,100,0.0457311,RandomProjection,clone,1404,0.07982
larry,100,0.0457311,RandomProjection,clone,2701,0.07982
larry,100,0.0457311,SCVI,clone,42,0.23727
larry,100,0.0457311,SCVI,clone,1404,0.13175
larry,100,0.0457311,SCVI,clone,2701,0.13057
larry,100,0.0847557,Geneformer,clone,42,0.1009
