experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7
clean,1.4610654409044552,1.082655576198416,0.40457305607963123,0.16295094036872482,0.28784196721813204,0.34435700525812296,0.2961628286152814,0.2926341945460169,0.41288631729192504,0.3052154891162787
