experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
gauss_0.077426,1.4688943598185624,1.2053493833284756,0.42380244791873123,0.21580798716732819,0.3365007910147144,0.40230471089847863,0.36358984433071606,0.2827489548734693,0.4181538461269029,0.3766905129046225,0.7204272409940553,0.5412854823586577,0.7447342538218058,0.7470600366659658,0.679738570725769,0.7045753502479881,0.6701975159249406,0.6592685509578541
