experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
gauss_0.027826,1.484579782249049,1.1399198529126644,0.4148957448566094,0.187114406565156,0.2996691396803274,0.4450209974195978,0.33082037422907284,0.2187877909061049,0.43376462455715614,0.29388346330599424,0.7228094490418433,0.6151263107438601,0.7617022321092852,0.7381243571878804,0.6800174102807859,0.6949331699008979,0.6864094253116958,0.6904753847285533
