experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
gauss_1.668100,0.7766898961959176,0.5606950010052056,0.17686319157459418,0.001569173062938689,0.08587887506398073,0.2054542313868355,0.18778968410468455,0.0852357070084856,0.07221924503472532,0.04618841791110273,0.5365656924588962,0.3013349243118322,0.6643137997844097,0.592040066674695,0.5527573033702251,0.4363755913711834,0.49953558565017775,0.4482212254154865
