experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
pix_112x,0.21240485049344748,0.13133510428630135,0.045254197252995176,0.0,0.007417759505442878,0.0035841474037299204,0.004165440500724538,0.0008250821854375312,0.08428691930923726,0.0053590337184038495,0.23380898376573614,0.18147369943489824,0.3189266931885366,0.14091377598573793,0.18676547541867725,0.10522747084246983,0.2682767820212766,0.22012987911977322
