experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
pix_28x,1.1286166533413005,0.7938469119152551,0.2672482134224018,0.06383492677885771,0.1401422801959823,0.29891928406081003,0.17143275316599516,0.144838139137071,0.30076983186894934,0.2365617700613577,0.6000150076028987,0.40075736598562073,0.6516668946595418,0.6471362770758986,0.6074687131040774,0.5414258188504395,0.5865070472795924,0.5649989359441506
