experiment,mi_score,discrete_mi,ova_mi_Class_0,ova_mi_Class_1,ova_mi_Class_2,ova_mi_Class_3,ova_mi_Class_4,ova_mi_Class_5,ova_mi_Class_6,ova_mi_Class_7,ova_mi_continuous_Class_0,ova_mi_continuous_Class_1,ova_mi_continuous_Class_2,ova_mi_continuous_Class_3,ova_mi_continuous_Class_4,ova_mi_continuous_Class_5,ova_mi_continuous_Class_6,ova_mi_continuous_Class_7
pix_4x,1.3858685640098491,1.0220075464280978,0.3841501796582759,0.20105471366627004,0.23576863414696902,0.31303111940414574,0.24267548382082937,0.25335041308394923,0.38009234470873254,0.3130120418079564,0.6919332653954527,0.5423425278377125,0.7145745515941122,0.6843098472219035,0.6299051681822029,0.7065437263845044,0.6857765412692635,0.6564777055950524
