dataset,size,quality,size_rank,curve,step,loss,is_best_checkpoint
PBMC,100000,0.0025982,large,val,11000,4.107689380645752,False
PBMC,100000,0.0025982,large,val,12000,4.049580097198486,False
PBMC,100000,0.0025982,large,val,13000,4.033857822418213,False
PBMC,100000,0.0025982,large,val,14000,4.009524822235107,False
PBMC,100000,0.0025982,large,val,15000,4.087031841278076,False
PBMC,100000,0.0025982,large,val,16000,4.037316799163818,False
PBMC,100000,0.0025982,large,val,17000,3.9361014366149902,False
PBMC,100000,0.0025982,large,val,18000,4.001709938049316,False
PBMC,100000,0.0025982,large,val,19000,4.023077487945557,False
PBMC,100000,0.0025982,large,val,20000,4.000110149383545,False
PBMC,100000,0.0025982,large,val,21000,3.993283271789551,False
PBMC,100000,0.0025982,large,val,22000,3.8905298709869385,False
PBMC,100000,0.0025982,large,val,23000,4.043426990509033,False
PBMC,100000,0.0025982,large,val,24000,3.92006254196167,False
PBMC,100000,0.0025982,large,val,25000,3.9830234050750732,False
PBMC,100000,0.0025982,large,val,26000,3.955040454864502,False
PBMC,100000,0.0025982,large,val,27000,3.9482593536376953,False
PBMC,100000,0.0025982,large,val,22000,3.8905298709869385,True
PBMC,100000,0.0054682,large,train,1000,7.7798,False
PBMC,100000,0.0054682,large,train,2000,5.9457,False
PBMC,100000,0.0054682,large,train,3000,5.2408,False
PBMC,100000,0.0054682,large,train,4000,4.8317,False
PBMC,100000,0.0054682,large,train,5000,4.603,False
PBMC,100000,0.0054682,large,train,6000,4.4757,False
PBMC,100000,0.0054682,large,train,7000,4.4011,False
PBMC,100000,0.0054682,large,train,8000,4.3644,False
PBMC,100000,0.0054682,large,train,9000,4.3259,False
PBMC,100000,0.0054682,large,train,10000,4.2952,False
PBMC,100000,0.0054682,large,train,11000,4.2873,False
PBMC,100000,0.0054682,large,train,12000,4.2591,False
PBMC,100000,0.0054682,large,train,13000,4.238,False
PBMC,100000,0.0054682,large,train,14000,4.2263,False
PBMC,100000,0.0054682,large,train,15000,4.2132,False
PBMC,100000,0.0054682,large,train,16000,4.2074,False
PBMC,100000,0.0054682,large,train,17000,4.1932,False
PBMC,100000,0.0054682,large,train,18000,4.1824,False
PBMC,100000,0.0054682,large,train,19000,4.176,False
PBMC,100000,0.0054682,large,train,20000,4.1611,False
PBMC,100000,0.0054682,large,train,21000,4.1641,False
PBMC,100000,0.0054682,large,train,22000,4.1573,False
PBMC,100000,0.0054682,large,train,23000,4.1415,False
PBMC,100000,0.0054682,large,train,24000,4.1394,False
PBMC,100000,0.0054682,large,train,25000,4.1431,False
PBMC,100000,0.0054682,large,train,26000,4.1163,False
PBMC,100000,0.0054682,large,train,27000,4.1242,False
PBMC,100000,0.0054682,large,train,28000,4.1261,False
PBMC,100000,0.0054682,large,train,29000,4.1245,False
PBMC,100000,0.0054682,large,train,30000,4.1087,False
PBMC,100000,0.0054682,large,train,31000,4.1107,False
PBMC,100000,0.0054682,large,train,32000,4.1037,False
PBMC,100000,0.0054682,large,train,33000,4.0986,False
PBMC,100000,0.0054682,large,train,34000,4.0894,False
PBMC,100000,0.0054682,large,val,1000,6.450379371643066,False
PBMC,100000,0.0054682,large,val,2000,5.204512596130371,False
PBMC,100000,0.0054682,large,val,3000,4.720360279083252,False
PBMC,100000,0.0054682,large,val,4000,4.346185684204102,False
PBMC,100000,0.0054682,large,val,5000,4.083696365356445,False
PBMC,100000,0.0054682,large,val,6000,3.976712703704834,False
PBMC,100000,0.0054682,large,val,7000,4.054486274719238,False
PBMC,100000,0.0054682,large,val,8000,3.882375717163086,False
PBMC,100000,0.0054682,large,val,9000,3.859419822692871,False
PBMC,100000,0.0054682,large,val,10000,3.8780035972595215,False
PBMC,100000,0.0054682,large,val,11000,3.8150742053985596,False
PBMC,100000,0.0054682,large,val,12000,3.7726495265960693,False
PBMC,100000,0.0054682,large,val,13000,3.8205299377441406,False
PBMC,100000,0.0054682,large,val,14000,3.789557695388794,False
PBMC,100000,0.0054682,large,val,15000,3.830017566680908,False
PBMC,100000,0.0054682,large,val,16000,3.7681047916412354,False
PBMC,100000,0.0054682,large,val,17000,3.763296604156494,False
PBMC,100000,0.0054682,large,val,18000,3.741272449493408,False
PBMC,100000,0.0054682,large,val,19000,3.8001606464385986,False
PBMC,100000,0.0054682,large,val,20000,3.792027473449707,False
PBMC,100000,0.0054682,large,val,21000,3.7128567695617676,False
PBMC,100000,0.0054682,large,val,22000,3.6997125148773193,False
PBMC,100000,0.0054682,large,val,23000,3.7212657928466797,False
PBMC,100000,0.0054682,large,val,24000,3.7186295986175537,False
PBMC,100000,0.0054682,large,val,25000,3.6995303630828857,False
PBMC,100000,0.0054682,large,val,26000,3.7111806869506836,False
PBMC,100000,0.0054682,large,val,27000,3.759563446044922,False
PBMC,100000,0.0054682,large,val,28000,3.7224371433258057,False
PBMC,100000,0.0054682,large,val,29000,3.6095821857452393,False
PBMC,100000,0.0054682,large,val,30000,3.7696149349212646,False
PBMC,100000,0.0054682,large,val,31000,3.6793320178985596,False
PBMC,100000,0.0054682,large,val,32000,3.7533481121063232,False
PBMC,100000,0.0054682,large,val,33000,3.735222578048706,False
PBMC,100000,0.0054682,large,val,34000,3.7335028648376465,False
PBMC,100000,0.0054682,large,val,29000,3.6095821857452393,True
PBMC,100000,0.0115083,large,train,1000,7.8691,False
PBMC,100000,0.0115083,large,train,2000,5.9975,False
PBMC,100000,0.0115083,large,train,3000,5.2223,False
PBMC,100000,0.0115083,large,train,4000,4.6937,False
PBMC,100000,0.0115083,large,train,5000,4.2898,False
PBMC,100000,0.0115083,large,train,6000,4.1012,False
PBMC,100000,0.0115083,large,train,7000,4.0056,False
PBMC,100000,0.0115083,large,train,8000,3.9486,False
PBMC,100000,0.0115083,large,train,9000,3.9097,False
PBMC,100000,0.0115083,large,train,10000,3.8786,False
PBMC,100000,0.0115083,large,train,11000,3.8593,False
PBMC,100000,0.0115083,large,train,12000,3.8435,False
PBMC,100000,0.0115083,large,train,13000,3.8201,False
PBMC,100000,0.0115083,large,train,14000,3.8107,False
PBMC,100000,0.0115083,large,train,15000,3.7909,False
PBMC,100000,0.0115083,large,train,16000,3.7841,False
PBMC,100000,0.0115083,large,train,17000,3.7737,False
PBMC,100000,0.0115083,large,train,18000,3.7576,False
PBMC,100000,0.0115083,large,train,19000,3.7488,False
PBMC,100000,0.0115083,large,train,20000,3.7442,False
PBMC,100000,0.0115083,large,train,21000,3.7329,False
PBMC,100000,0.0115083,large,train,22000,3.7274,False
PBMC,100000,0.0115083,large,train,23000,3.7186,False
PBMC,100000,0.0115083,large,train,24000,3.7159,False
PBMC,100000,0.0115083,large,train,25000,3.7116,False
PBMC,100000,0.0115083,large,train,26000,3.6965,False
PBMC,100000,0.0115083,large,train,27000,3.6968,False
PBMC,100000,0.0115083,large,train,28000,3.6928,False
PBMC,100000,0.0115083,large,train,29000,3.6827,False
PBMC,100000,0.0115083,large,train,30000,3.6758,False
PBMC,100000,0.0115083,large,train,31000,3.6763,False
PBMC,100000,0.0115083,large,train,32000,3.6699,False
PBMC,100000,0.0115083,large,train,33000,3.6762,False
PBMC,100000,0.0115083,large,train,34000,3.6669,False
PBMC,100000,0.0115083,large,train,35000,3.661,False
PBMC,100000,0.0115083,large,val,1000,6.758869647979736,False
PBMC,100000,0.0115083,large,val,2000,5.523306846618652,False
PBMC,100000,0.0115083,large,val,3000,4.936817169189453,False
PBMC,100000,0.0115083,large,val,4000,4.27244234085083,False
PBMC,100000,0.0115083,large,val,5000,3.967097282409668,False
PBMC,100000,0.0115083,large,val,6000,3.8145947456359863,False
PBMC,100000,0.0115083,large,val,7000,3.8057358264923096,False
PBMC,100000,0.0115083,large,val,8000,3.6757736206054688,False
PBMC,100000,0.0115083,large,val,9000,3.6185250282287598,False
PBMC,100000,0.0115083,large,val,10000,3.5810606479644775,False
PBMC,100000,0.0115083,large,val,11000,3.632148265838623,False
PBMC,100000,0.0115083,large,val,12000,3.5552544593811035,False
PBMC,100000,0.0115083,large,val,13000,3.5849077701568604,False
PBMC,100000,0.0115083,large,val,14000,3.5645439624786377,False
PBMC,100000,0.0115083,large,val,15000,3.5278842449188232,False
PBMC,100000,0.0115083,large,val,16000,3.5311217308044434,False
PBMC,100000,0.0115083,large,val,17000,3.499396324157715,False
PBMC,100000,0.0115083,large,val,18000,3.5093700885772705,False
PBMC,100000,0.0115083,large,val,19000,3.508133888244629,False
PBMC,100000,0.0115083,large,val,20000,3.5136990547180176,False
PBMC,100000,0.0115083,large,val,21000,3.5049614906311035,False
PBMC,100000,0.0115083,large,val,22000,3.498487710952759,False
PBMC,100000,0.0115083,large,val,23000,3.5064165592193604,False
PBMC,100000,0.0115083,large,val,24000,3.4860827922821045,False
PBMC,100000,0.0115083,large,val,25000,3.4508345127105713,False
PBMC,100000,0.0115083,large,val,26000,3.476921319961548,False
PBMC,100000,0.0115083,large,val,27000,3.4607622623443604,False
PBMC,100000,0.0115083,large,val,28000,3.4818153381347656,False
PBMC,100000,0.0115083,large,val,29000,3.4142839908599854,False
PBMC,100000,0.0115083,large,val,30000,3.3857500553131104,False
PBMC,100000,0.0115083,large,val,31000,3.428819179534912,False
PBMC,100000,0.0115083,large,val,32000,3.436479091644287,False
PBMC,100000,0.0115083,large,val,33000,3.4563748836517334,False
PBMC,100000,0.0115083,large,val,34000,3.4443392753601074,False
PBMC,100000,0.0115083,large,val,35000,3.389584541320801,False
PBMC,100000,0.0115083,large,val,30000,3.3857500553131104,True
PBMC,100000,0.02422,large,train,1000,8.0175,False
PBMC,100000,0.02422,large,train,2000,6.0495,False
PBMC,100000,0.02422,large,train,3000,5.2872,False
PBMC,100000,0.02422,large,train,4000,4.8556,False
PBMC,100000,0.02422,large,train,5000,4.2773,False
PBMC,100000,0.02422,large,train,6000,3.9411,False
PBMC,100000,0.02422,large,train,7000,3.7634,False
PBMC,100000,0.02422,large,train,8000,3.6663,False
PBMC,100000,0.02422,large,train,9000,3.6023,False
PBMC,100000,0.02422,large,train,10000,3.5608,False
PBMC,100000,0.02422,large,train,11000,3.5352,False
PBMC,100000,0.02422,large,train,12000,3.5008,False
PBMC,100000,0.02422,large,train,13000,3.4841,False
PBMC,100000,0.02422,large,train,14000,3.47,False
PBMC,100000,0.02422,large,train,15000,3.4511,False
PBMC,100000,0.02422,large,train,16000,3.4446,False
PBMC,100000,0.02422,large,train,17000,3.4248,False
PBMC,100000,0.02422,large,train,18000,3.4223,False
PBMC,100000,0.02422,large,train,19000,3.407,False
PBMC,100000,0.02422,large,train,20000,3.398,False
PBMC,100000,0.02422,large,train,21000,3.3922,False
PBMC,100000,0.02422,large,train,22000,3.3866,False
PBMC,100000,0.02422,large,train,23000,3.375,False
PBMC,100000,0.02422,large,train,24000,3.3698,False
PBMC,100000,0.02422,large,train,25000,3.3722,False
PBMC,100000,0.02422,large,train,26000,3.3558,False
PBMC,100000,0.02422,large,train,27000,3.3568,False
PBMC,100000,0.02422,large,train,28000,3.3507,False
PBMC,100000,0.02422,large,train,29000,3.3462,False
PBMC,100000,0.02422,large,train,30000,3.3422,False
PBMC,100000,0.02422,large,train,31000,3.3389,False
PBMC,100000,0.02422,large,train,32000,3.3285,False
PBMC,100000,0.02422,large,train,33000,3.3305,False
PBMC,100000,0.02422,large,train,34000,3.3292,False
PBMC,100000,0.02422,large,train,35000,3.3244,False
PBMC,100000,0.02422,large,train,36000,3.3211,False
PBMC,100000,0.02422,large,train,37000,3.318,False
PBMC,100000,0.02422,large,train,38000,3.3158,False
PBMC,100000,0.02422,large,train,39000,3.313,False
PBMC,100000,0.02422,large,train,40000,3.3081,False
PBMC,100000,0.02422,large,val,1000,6.954713344573975,False
PBMC,100000,0.02422,large,val,2000,5.556580066680908,False
PBMC,100000,0.02422,large,val,3000,5.144190311431885,False
PBMC,100000,0.02422,large,val,4000,4.645602703094482,False
PBMC,100000,0.02422,large,val,5000,3.984931707382202,False
PBMC,100000,0.02422,large,val,6000,3.7066123485565186,False
PBMC,100000,0.02422,large,val,7000,3.6354095935821533,False
PBMC,100000,0.02422,large,val,8000,3.5123345851898193,False
PBMC,100000,0.02422,large,val,9000,3.44406795501709,False
PBMC,100000,0.02422,large,val,10000,3.391007900238037,False
PBMC,100000,0.02422,large,val,11000,3.3746554851531982,False
PBMC,100000,0.02422,large,val,12000,3.3648226261138916,False
PBMC,100000,0.02422,large,val,13000,3.3770530223846436,False
PBMC,100000,0.02422,large,val,14000,3.343414545059204,False
PBMC,100000,0.02422,large,val,15000,3.2835915088653564,False
PBMC,100000,0.02422,large,val,16000,3.2819390296936035,False
PBMC,100000,0.02422,large,val,17000,3.298482894897461,False
PBMC,100000,0.02422,large,val,18000,3.2716875076293945,False
PBMC,100000,0.02422,large,val,19000,3.260483980178833,False
PBMC,100000,0.02422,large,val,20000,3.257110357284546,False
PBMC,100000,0.02422,large,val,21000,3.2378857135772705,False
PBMC,100000,0.02422,large,val,22000,3.2462871074676514,False
PBMC,100000,0.02422,large,val,23000,3.2308599948883057,False
PBMC,100000,0.02422,large,val,24000,3.225432872772217,False
PBMC,100000,0.02422,large,val,25000,3.2065060138702393,False
PBMC,100000,0.02422,large,val,26000,3.2300288677215576,False
PBMC,100000,0.02422,large,val,27000,3.187922954559326,False
PBMC,100000,0.02422,large,val,28000,3.192960739135742,False
PBMC,100000,0.02422,large,val,29000,3.1828866004943848,False
PBMC,100000,0.02422,large,val,30000,3.2143778800964355,False
PBMC,100000,0.02422,large,val,31000,3.209163188934326,False
PBMC,100000,0.02422,large,val,32000,3.1909008026123047,False
PBMC,100000,0.02422,large,val,33000,3.2070395946502686,False
PBMC,100000,0.02422,large,val,34000,3.1773476600646973,False
PBMC,100000,0.02422,large,val,35000,3.164994239807129,False
PBMC,100000,0.02422,large,val,36000,3.1695823669433594,False
PBMC,100000,0.02422,large,val,37000,3.1665947437286377,False
PBMC,100000,0.02422,large,val,38000,3.1954383850097656,False
PBMC,100000,0.02422,large,val,39000,3.1692826747894287,False
PBMC,100000,0.02422,large,val,40000,3.1697137355804443,False
PBMC,100000,0.02422,large,val,35000,3.164994239807129,True
PBMC,100000,0.050973,large,train,1000,8.2148,False
PBMC,100000,0.050973,large,train,2000,6.3466,False
PBMC,100000,0.050973,large,train,3000,5.5115,False
PBMC,100000,0.050973,large,train,4000,5.0269,False
PBMC,100000,0.050973,large,train,5000,4.3131,False
PBMC,100000,0.050973,large,train,6000,3.8706,False
PBMC,100000,0.050973,large,train,7000,3.6456,False
PBMC,100000,0.050973,large,train,8000,3.5286,False
PBMC,100000,0.050973,large,train,9000,3.4198,False
PBMC,100000,0.050973,large,train,11000,3.309,False
PBMC,100000,0.050973,large,train,12000,3.2737,False
PBMC,100000,0.050973,large,train,13000,3.2473,False
PBMC,100000,0.050973,large,train,14000,3.2282,False
PBMC,100000,0.050973,large,train,15000,3.2103,False
PBMC,100000,0.050973,large,train,16000,3.1929,False
PBMC,100000,0.050973,large,train,17000,3.1797,False
PBMC,100000,0.050973,large,train,18000,3.1664,False
PBMC,100000,0.050973,large,train,19000,3.1598,False
PBMC,100000,0.050973,large,train,20000,3.1474,False
PBMC,100000,0.050973,large,train,21000,3.1416,False
PBMC,100000,0.050973,large,train,22000,3.1323,False
PBMC,100000,0.050973,large,train,23000,3.1229,False
PBMC,100000,0.050973,large,train,24000,3.1207,False
PBMC,100000,0.050973,large,train,25000,3.1152,False
PBMC,100000,0.050973,large,train,26000,3.1027,False
PBMC,100000,0.050973,large,train,28000,3.097,False
PBMC,100000,0.050973,large,train,29000,3.0942,False
PBMC,100000,0.050973,large,train,30000,3.0903,False
PBMC,100000,0.050973,large,train,31000,3.084,False
PBMC,100000,0.050973,large,train,32000,3.0754,False
PBMC,100000,0.050973,large,train,33000,3.0763,False
PBMC,100000,0.050973,large,train,34000,3.0721,False
PBMC,100000,0.050973,large,train,35000,3.0681,False
PBMC,100000,0.050973,large,train,36000,3.0717,False
PBMC,100000,0.050973,large,train,37000,3.0667,False
PBMC,100000,0.050973,large,train,38000,3.0563,False
PBMC,100000,0.050973,large,train,39000,3.06,False
PBMC,100000,0.050973,large,train,40000,3.0546,False
PBMC,100000,0.050973,large,train,41000,3.0547,False
PBMC,100000,0.050973,large,train,42000,3.0496,False
PBMC,100000,0.050973,large,train,43000,3.0436,False
PBMC,100000,0.050973,large,train,45000,3.044,False
PBMC,100000,0.050973,large,train,46000,3.0397,False
PBMC,100000,0.050973,large,train,47000,3.0407,False
PBMC,100000,0.050973,large,train,48000,3.0363,False
PBMC,100000,0.050973,large,train,49000,3.034,False
PBMC,100000,0.050973,large,train,50000,3.0346,False
PBMC,100000,0.050973,large,train,51000,3.0274,False
PBMC,100000,0.050973,large,train,52000,3.0289,False
PBMC,100000,0.050973,large,train,53000,3.0277,False
PBMC,100000,0.050973,large,val,1000,7.360782146453857,False
PBMC,100000,0.050973,large,val,2000,5.882369518280029,False
PBMC,100000,0.050973,large,val,3000,5.426224708557129,False
PBMC,100000,0.050973,large,val,4000,4.7359514236450195,False
PBMC,100000,0.050973,large,val,5000,4.071624279022217,False
PBMC,100000,0.050973,large,val,6000,3.7598133087158203,False
PBMC,100000,0.050973,large,val,7000,3.5625617504119873,False
PBMC,100000,0.050973,large,val,8000,3.3893418312072754,False
PBMC,100000,0.050973,large,val,9000,3.3131136894226074,False
PBMC,100000,0.050973,large,val,11000,3.2046775817871094,False
PBMC,100000,0.050973,large,val,12000,3.172640085220337,False
PBMC,100000,0.050973,large,val,13000,3.167147159576416,False
PBMC,100000,0.050973,large,val,14000,3.134009838104248,False
PBMC,100000,0.050973,large,val,15000,3.0968549251556396,False
PBMC,100000,0.050973,large,val,16000,3.065891742706299,False
PBMC,100000,0.050973,large,val,17000,3.0862622261047363,False
PBMC,100000,0.050973,large,val,18000,3.068993091583252,False
PBMC,100000,0.050973,large,val,19000,3.06085205078125,False
PBMC,100000,0.050973,large,val,20000,3.050433874130249,False
PBMC,100000,0.050973,large,val,21000,3.0222363471984863,False
PBMC,100000,0.050973,large,val,22000,3.011600971221924,False
PBMC,100000,0.050973,large,val,23000,2.9919235706329346,False
PBMC,100000,0.050973,large,val,24000,3.0337235927581787,False
PBMC,100000,0.050973,large,val,25000,2.9925520420074463,False
PBMC,100000,0.050973,large,val,26000,2.991553783416748,False
PBMC,100000,0.050973,large,val,28000,2.999736785888672,False
PBMC,100000,0.050973,large,val,29000,2.978238105773926,False
PBMC,100000,0.050973,large,val,30000,2.9884815216064453,False
PBMC,100000,0.050973,large,val,31000,2.9823720455169678,False
PBMC,100000,0.050973,large,val,32000,2.9776430130004883,False
PBMC,100000,0.050973,large,val,33000,2.9865400791168213,False
PBMC,100000,0.050973,large,val,34000,2.9654078483581543,False
PBMC,100000,0.050973,large,val,35000,2.9472262859344482,False
PBMC,100000,0.050973,large,val,36000,2.9815235137939453,False
PBMC,100000,0.050973,large,val,37000,2.983719825744629,False
PBMC,100000,0.050973,large,val,38000,2.966134786605835,False
PBMC,100000,0.050973,large,val,39000,2.947129726409912,False
PBMC,100000,0.050973,large,val,40000,2.9621455669403076,False
PBMC,100000,0.050973,large,val,41000,2.9423389434814453,False
PBMC,100000,0.050973,large,val,42000,2.9535722732543945,False
PBMC,100000,0.050973,large,val,43000,2.948910713195801,False
PBMC,100000,0.050973,large,val,45000,2.952162742614746,False
PBMC,100000,0.050973,large,val,46000,2.945918560028076,False
PBMC,100000,0.050973,large,val,47000,2.950512647628784,False
PBMC,100000,0.050973,large,val,48000,2.9192137718200684,False
PBMC,100000,0.050973,large,val,49000,2.9442827701568604,False
PBMC,100000,0.050973,large,val,50000,2.937225580215454,False
PBMC,100000,0.050973,large,val,51000,2.945876121520996,False
PBMC,100000,0.050973,large,val,52000,2.9232168197631836,False
PBMC,100000,0.050973,large,val,53000,2.9318764209747314,False
PBMC,100000,0.050973,large,val,48000,2.9192137718200684,True
PBMC,100000,0.1072766,large,train,1000,8.5895,False
PBMC,100000,0.1072766,large,train,2000,6.5697,False
PBMC,100000,0.1072766,large,train,3000,5.7054,False
PBMC,100000,0.1072766,large,train,5000,4.5605,False
PBMC,100000,0.1072766,large,train,6000,3.9274,False
PBMC,100000,0.1072766,large,train,7000,3.644,False
PBMC,100000,0.1072766,large,train,8000,3.5139,False
PBMC,100000,0.1072766,large,train,10000,3.3482,False
PBMC,100000,0.1072766,large,train,11000,3.2825,False
PBMC,100000,0.1072766,large,train,12000,3.225,False
PBMC,100000,0.1072766,large,train,13000,3.1892,False
PBMC,100000,0.1072766,large,train,15000,3.1424,False
PBMC,100000,0.1072766,large,train,16000,3.1253,False
PBMC,100000,0.1072766,large,train,17000,3.1087,False
PBMC,100000,0.1072766,large,train,18000,3.0938,False
PBMC,100000,0.1072766,large,train,20000,3.0754,False
PBMC,100000,0.1072766,large,train,21000,3.0676,False
PBMC,100000,0.1072766,large,train,22000,3.0585,False
PBMC,100000,0.1072766,large,train,23000,3.0475,False
PBMC,100000,0.1072766,large,train,25000,3.0356,False
PBMC,100000,0.1072766,large,train,26000,3.0306,False
PBMC,100000,0.1072766,large,train,27000,3.0256,False
PBMC,100000,0.1072766,large,train,28000,3.0213,False
PBMC,100000,0.1072766,large,train,30000,3.009,False
PBMC,100000,0.1072766,large,train,31000,3.0056,False
PBMC,100000,0.1072766,large,train,32000,3.0007,False
PBMC,100000,0.1072766,large,train,33000,2.9978,False
PBMC,100000,0.1072766,large,train,35000,2.992,False
PBMC,100000,0.1072766,large,train,36000,2.9849,False
PBMC,100000,0.1072766,large,train,37000,2.9814,False
PBMC,100000,0.1072766,large,train,38000,2.984,False
PBMC,100000,0.1072766,large,train,40000,2.9746,False
PBMC,100000,0.1072766,large,train,41000,2.9741,False
PBMC,100000,0.1072766,large,train,42000,2.9715,False
PBMC,100000,0.1072766,large,train,43000,2.9643,False
PBMC,100000,0.1072766,large,train,45000,2.9654,False
PBMC,100000,0.1072766,large,train,46000,2.9619,False
PBMC,100000,0.1072766,large,train,47000,2.9634,False
PBMC,100000,0.1072766,large,train,48000,2.9575,False
PBMC,100000,0.1072766,large,train,50000,2.954,False
PBMC,100000,0.1072766,large,train,51000,2.9522,False
PBMC,100000,0.1072766,large,train,52000,2.9519,False
PBMC,100000,0.1072766,large,train,53000,2.9495,False
PBMC,100000,0.1072766,large,train,55000,2.9431,False
PBMC,100000,0.1072766,large,train,56000,2.9444,False
PBMC,100000,0.1072766,large,train,57000,2.9458,False
PBMC,100000,0.1072766,large,train,58000,2.9427,False
PBMC,100000,0.1072766,large,train,60000,2.9366,False
PBMC,100000,0.1072766,large,train,61000,2.9379,False
PBMC,100000,0.1072766,large,train,62000,2.935,False
PBMC,100000,0.1072766,large,val,1000,7.622828006744385,False
PBMC,100000,0.1072766,large,val,2000,6.3285322189331055,False
PBMC,100000,0.1072766,large,val,3000,5.5005950927734375,False
PBMC,100000,0.1072766,large,val,5000,4.193338871002197,False
PBMC,100000,0.1072766,large,val,6000,3.73500394821167,False
PBMC,100000,0.1072766,large,val,7000,3.5742101669311523,False
PBMC,100000,0.1072766,large,val,8000,3.4084906578063965,False
PBMC,100000,0.1072766,large,val,10000,3.2759034633636475,False
PBMC,100000,0.1072766,large,val,11000,3.241101026535034,False
PBMC,100000,0.1072766,large,val,12000,3.2119386196136475,False
PBMC,100000,0.1072766,large,val,13000,3.1436915397644043,False
PBMC,100000,0.1072766,large,val,15000,3.082322835922241,False
PBMC,100000,0.1072766,large,val,16000,3.0744197368621826,False
PBMC,100000,0.1072766,large,val,17000,3.04473876953125,False
PBMC,100000,0.1072766,large,val,18000,3.079298257827759,False
PBMC,100000,0.1072766,large,val,20000,3.048321485519409,False
PBMC,100000,0.1072766,large,val,21000,3.0231404304504395,False
PBMC,100000,0.1072766,large,val,22000,3.028852939605713,False
PBMC,100000,0.1072766,large,val,23000,3.0239033699035645,False
PBMC,100000,0.1072766,large,val,25000,3.022845983505249,False
PBMC,100000,0.1072766,large,val,26000,2.9916114807128906,False
PBMC,100000,0.1072766,large,val,27000,2.982421875,False
PBMC,100000,0.1072766,large,val,28000,2.9679298400878906,False
PBMC,100000,0.1072766,large,val,30000,2.9809415340423584,False
PBMC,100000,0.1072766,large,val,31000,2.986661195755005,False
PBMC,100000,0.1072766,large,val,32000,2.9629483222961426,False
PBMC,100000,0.1072766,large,val,33000,2.9448859691619873,False
PBMC,100000,0.1072766,large,val,35000,2.9626829624176025,False
PBMC,100000,0.1072766,large,val,36000,2.9605040550231934,False
PBMC,100000,0.1072766,large,val,37000,2.9564311504364014,False
PBMC,100000,0.1072766,large,val,38000,2.9377753734588623,False
PBMC,100000,0.1072766,large,val,40000,2.937429189682007,False
PBMC,100000,0.1072766,large,val,41000,2.959735870361328,False
PBMC,100000,0.1072766,large,val,42000,2.953678607940674,False
PBMC,100000,0.1072766,large,val,43000,2.936108350753784,False
PBMC,100000,0.1072766,large,val,45000,2.9421255588531494,False
PBMC,100000,0.1072766,large,val,46000,2.9318125247955322,False
PBMC,100000,0.1072766,large,val,47000,2.9319424629211426,False
PBMC,100000,0.1072766,large,val,48000,2.939469337463379,False
PBMC,100000,0.1072766,large,val,50000,2.9307668209075928,False
PBMC,100000,0.1072766,large,val,51000,2.9133315086364746,False
PBMC,100000,0.1072766,large,val,52000,2.9161272048950195,False
PBMC,100000,0.1072766,large,val,53000,2.9184300899505615,False
PBMC,100000,0.1072766,large,val,55000,2.9112563133239746,False
PBMC,100000,0.1072766,large,val,56000,2.916827440261841,False
PBMC,100000,0.1072766,large,val,57000,2.900027275085449,False
PBMC,100000,0.1072766,large,val,58000,2.9176135063171387,False
PBMC,100000,0.1072766,large,val,60000,2.9193739891052246,False
PBMC,100000,0.1072766,large,val,61000,2.9144163131713867,False
PBMC,100000,0.1072766,large,val,62000,2.9033961296081543,False
PBMC,100000,0.1072766,large,val,57000,2.900027275085449,True
PBMC,100000,0.225772,large,train,1000,8.9494,False
PBMC,100000,0.225772,large,train,2000,7.0683,False
PBMC,100000,0.225772,large,train,3000,6.1058,False
PBMC,100000,0.225772,large,train,4000,5.2499,False
PBMC,100000,0.225772,large,train,5000,4.2782,False
PBMC,100000,0.225772,large,train,6000,3.8072,False
PBMC,100000,0.225772,large,train,7000,3.6034,False
PBMC,100000,0.225772,large,train,8000,3.514,False
PBMC,100000,0.225772,large,train,9000,3.4565,False
PBMC,100000,0.225772,large,train,10000,3.4159,False
PBMC,100000,0.225772,large,train,11000,3.389,False
PBMC,100000,0.225772,large,train,12000,3.3632,False
PBMC,100000,0.225772,large,train,13000,3.3457,False
PBMC,100000,0.225772,large,train,14000,3.3304,False
PBMC,100000,0.225772,large,train,15000,3.3163,False
PBMC,100000,0.225772,large,train,16000,3.3054,False
PBMC,100000,0.225772,large,train,17000,3.2954,False
PBMC,100000,0.225772,large,train,18000,3.2842,False
PBMC,100000,0.225772,large,train,19000,3.2804,False
PBMC,100000,0.225772,large,train,20000,3.2709,False
PBMC,100000,0.225772,large,train,21000,3.2638,False
PBMC,100000,0.225772,large,train,22000,3.2585,False
PBMC,100000,0.225772,large,train,23000,3.2525,False
PBMC,100000,0.225772,large,train,24000,3.2482,False
PBMC,100000,0.225772,large,train,25000,3.2444,False
PBMC,100000,0.225772,large,train,26000,3.24,False
PBMC,100000,0.225772,large,train,27000,3.2336,False
PBMC,100000,0.225772,large,train,28000,3.2339,False
PBMC,100000,0.225772,large,train,29000,3.2246,False
PBMC,100000,0.225772,large,train,30000,3.2239,False
PBMC,100000,0.225772,large,train,31000,3.2212,False
PBMC,100000,0.225772,large,train,32000,3.2168,False
PBMC,100000,0.225772,large,train,33000,3.2148,False
PBMC,100000,0.225772,large,train,34000,3.2108,False
PBMC,100000,0.225772,large,train,35000,3.2068,False
PBMC,100000,0.225772,large,train,36000,3.2048,False
PBMC,100000,0.225772,large,train,37000,3.2017,False
