dataset,algo,size,quality,probe,value
larry,RandomProjection,4641,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,4641,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,4641,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,10000,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,10000,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,10000,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,10000,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,10000,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,10000,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,10000,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,10000,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,10000,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,10000,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,21544,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,21544,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,21544,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,21544,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,21544,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,21544,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,21544,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,21544,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,21544,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,21544,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,46415,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,46415,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,46415,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,46415,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,46415,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,46415,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,46415,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,46415,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,46415,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,46415,1.0,ridge_mean_r2,0.05949046909628505
larry,RandomProjection,100000,0.003876,ridge_mean_r2,-0.013184728974303256
larry,RandomProjection,100000,0.0071835,ridge_mean_r2,-0.0070044434494149765
larry,RandomProjection,100000,0.0133136,ridge_mean_r2,-0.004160837257520991
larry,RandomProjection,100000,0.0246748,ridge_mean_r2,-0.005968482115589306
larry,RandomProjection,100000,0.0457311,ridge_mean_r2,-0.0013206923081569635
larry,RandomProjection,100000,0.0847557,ridge_mean_r2,0.0028371767747648463
larry,RandomProjection,100000,0.1570821,ridge_mean_r2,0.013320582865948477
larry,RandomProjection,100000,0.2911284,ridge_mean_r2,0.029772570058448473
larry,RandomProjection,100000,0.5395631,ridge_mean_r2,0.042489958509377264
larry,RandomProjection,100000,1.0,ridge_mean_r2,0.05949046909628505
larry,SCVI,100,0.003876,ridge_mean_r2,-0.0004794857396275762
larry,SCVI,100,0.0071835,ridge_mean_r2,0.0010973354346867636
larry,SCVI,100,0.0133136,ridge_mean_r2,0.007377888214253926
larry,SCVI,100,0.0246748,ridge_mean_r2,0.02024167815513124
larry,SCVI,100,0.0457311,ridge_mean_r2,0.052645263693294926
larry,SCVI,100,0.0847557,ridge_mean_r2,0.07260220772353948
larry,SCVI,100,0.1570821,ridge_mean_r2,0.13368640291846973
larry,SCVI,100,0.2911284,ridge_mean_r2,0.1347225464336067
larry,SCVI,100,0.5395631,ridge_mean_r2,0.10781810423507907
larry,SCVI,100,1.0,ridge_mean_r2,0.10689862486525681
larry,SCVI,215,0.003876,ridge_mean_r2,-0.00043243874485402595
larry,SCVI,215,0.0071835,ridge_mean_r2,-0.00021796275407775373
larry,SCVI,215,0.0133136,ridge_mean_r2,0.00338391872671584
larry,SCVI,215,0.0246748,ridge_mean_r2,0.03434419402536636
larry,SCVI,215,0.0457311,ridge_mean_r2,0.06577296269417539
larry,SCVI,215,0.0847557,ridge_mean_r2,0.11518139117278697
larry,SCVI,215,0.1570821,ridge_mean_r2,0.152596350597381
larry,SCVI,215,0.2911284,ridge_mean_r2,0.19660270397255752
larry,SCVI,215,0.5395631,ridge_mean_r2,0.1600500653288056
larry,SCVI,215,1.0,ridge_mean_r2,0.15593139565681308
larry,SCVI,464,0.003876,ridge_mean_r2,-0.001589606528404973
larry,SCVI,464,0.0071835,ridge_mean_r2,0.0006578075184947157
larry,SCVI,464,0.0133136,ridge_mean_r2,0.00798545824600911
larry,SCVI,464,0.0246748,ridge_mean_r2,0.034869092405036085
larry,SCVI,464,0.0457311,ridge_mean_r2,0.06962287471333706
larry,SCVI,464,0.0847557,ridge_mean_r2,0.1435996096150659
larry,SCVI,464,0.1570821,ridge_mean_r2,0.16715993851054556
larry,SCVI,464,0.2911284,ridge_mean_r2,0.19202248548544237
larry,SCVI,464,0.5395631,ridge_mean_r2,0.26207938695609584
larry,SCVI,464,1.0,ridge_mean_r2,0.22674068247223833
larry,SCVI,1000,0.003876,ridge_mean_r2,-0.00017037793366864867
larry,SCVI,1000,0.0071835,ridge_mean_r2,0.00182796900449185
larry,SCVI,1000,0.0133136,ridge_mean_r2,0.012941238530087149
larry,SCVI,1000,0.0246748,ridge_mean_r2,0.046941702630645545
larry,SCVI,1000,0.0457311,ridge_mean_r2,0.1027598321272373
larry,SCVI,1000,0.0847557,ridge_mean_r2,0.16250420585799077
larry,SCVI,1000,0.1570821,ridge_mean_r2,0.21610428383268332
larry,SCVI,1000,0.2911284,ridge_mean_r2,0.2661935294025326
larry,SCVI,1000,0.5395631,ridge_mean_r2,0.287114778268605
larry,SCVI,1000,1.0,ridge_mean_r2,0.22559075631247502
larry,SCVI,2154,0.003876,ridge_mean_r2,0.000994335681955498
larry,SCVI,2154,0.0071835,ridge_mean_r2,0.002874158897022361
larry,SCVI,2154,0.0133136,ridge_mean_r2,0.027613945743747426
larry,SCVI,2154,0.0246748,ridge_mean_r2,0.0673078067673967
larry,SCVI,2154,0.0457311,ridge_mean_r2,0.10316717410383339
larry,SCVI,2154,0.0847557,ridge_mean_r2,0.17548135175505128
larry,SCVI,2154,0.1570821,ridge_mean_r2,0.21402800043679307
larry,SCVI,2154,0.2911284,ridge_mean_r2,0.26046532151332824
larry,SCVI,2154,0.5395631,ridge_mean_r2,0.3075219099016946
larry,SCVI,2154,1.0,ridge_mean_r2,0.33490623841971534
larry,SCVI,4641,0.003876,ridge_mean_r2,-0.004189485988942428
larry,SCVI,4641,0.0071835,ridge_mean_r2,0.0033621504333257793
larry,SCVI,4641,0.0133136,ridge_mean_r2,0.0432200606361236
larry,SCVI,4641,0.0246748,ridge_mean_r2,0.061286004087342125
larry,SCVI,4641,0.0457311,ridge_mean_r2,0.10968184265347727
larry,SCVI,4641,0.0847557,ridge_mean_r2,0.16003968083500145
larry,SCVI,4641,0.1570821,ridge_mean_r2,0.21727490729249269
larry,SCVI,4641,0.2911284,ridge_mean_r2,0.30563281456463
larry,SCVI,4641,0.5395631,ridge_mean_r2,0.28478641038429486
larry,SCVI,4641,1.0,ridge_mean_r2,0.31205235501787987
larry,SCVI,10000,0.003876,ridge_mean_r2,-0.003570303348755209
larry,SCVI,10000,0.0071835,ridge_mean_r2,0.007517835344836875
larry,SCVI,10000,0.0133136,ridge_mean_r2,0.03428734140541277
larry,SCVI,10000,0.0246748,ridge_mean_r2,0.0665579836545723
larry,SCVI,10000,0.0457311,ridge_mean_r2,0.10616340708432176
larry,SCVI,10000,0.0847557,ridge_mean_r2,0.14242552155796212
larry,SCVI,10000,0.1570821,ridge_mean_r2,0.18401903562110308
larry,SCVI,10000,0.2911284,ridge_mean_r2,0.20001865228202081
larry,SCVI,10000,0.5395631,ridge_mean_r2,0.21560009915615855
larry,SCVI,10000,1.0,ridge_mean_r2,0.24171128316928947
larry,SCVI,21544,0.003876,ridge_mean_r2,-0.004582803740220832
larry,SCVI,21544,0.0071835,ridge_mean_r2,0.014580896716516127
larry,SCVI,21544,0.0133136,ridge_mean_r2,0.03842931316781808
larry,SCVI,21544,0.0246748,ridge_mean_r2,0.058188096398602146
larry,SCVI,21544,0.0457311,ridge_mean_r2,0.10883167571205825
larry,SCVI,21544,0.0847557,ridge_mean_r2,0.15328720016697184
larry,SCVI,21544,0.1570821,ridge_mean_r2,0.1560608466228056
larry,SCVI,21544,0.2911284,ridge_mean_r2,0.17742197266764181
larry,SCVI,21544,0.5395631,ridge_mean_r2,0.17907536816923486
larry,SCVI,21544,1.0,ridge_mean_r2,0.20989391202370278
larry,SCVI,46415,0.003876,ridge_mean_r2,-0.005746052407642387
larry,SCVI,46415,0.0071835,ridge_mean_r2,0.015199871353116054
larry,SCVI,46415,0.0133136,ridge_mean_r2,0.04223303071278669
larry,SCVI,46415,0.0246748,ridge_mean_r2,0.0659708700758534
larry,SCVI,46415,0.0457311,ridge_mean_r2,0.07467828444277982
larry,SCVI,46415,0.0847557,ridge_mean_r2,0.11363304006293473
larry,SCVI,46415,0.1570821,ridge_mean_r2,0.15514941132289523
larry,SCVI,46415,0.2911284,ridge_mean_r2,0.15870671085613777
larry,SCVI,46415,0.5395631,ridge_mean_r2,0.17514538046140277
larry,SCVI,46415,1.0,ridge_mean_r2,0.19261088568518472
larry,SCVI,100000,0.003876,ridge_mean_r2,-0.001087741799479923
larry,SCVI,100000,0.0071835,ridge_mean_r2,0.021067992934221375
larry,SCVI,100000,0.0133136,ridge_mean_r2,0.031948806110965164
larry,SCVI,100000,0.0246748,ridge_mean_r2,0.05621886009179028
larry,SCVI,100000,0.0457311,ridge_mean_r2,0.07581194751481062
larry,SCVI,100000,0.0847557,ridge_mean_r2,0.10285157560916124
larry,SCVI,100000,0.1570821,ridge_mean_r2,0.14583752081877277
larry,SCVI,100000,0.2911284,ridge_mean_r2,0.1517659217389459
larry,SCVI,100000,0.5395631,ridge_mean_r2,0.1638427408867797
larry,SCVI,100000,1.0,ridge_mean_r2,0.18202502218279415
larry,State,100,0.003876,ridge_mean_r2,-0.0008223066621016704
larry,State,100,0.0071835,ridge_mean_r2,-0.0015753902624681738
larry,State,100,0.0133136,ridge_mean_r2,-0.0029205519298570294
larry,State,100,0.0246748,ridge_mean_r2,-0.0012113280586788528
larry,State,100,0.0457311,ridge_mean_r2,-0.005232442765175536
larry,State,100,0.0847557,ridge_mean_r2,-0.010704431501561166
larry,State,100,0.1570821,ridge_mean_r2,-0.0021608852318913047
larry,State,100,0.2911284,ridge_mean_r2,0.04662668436857327
larry,State,100,0.5395631,ridge_mean_r2,0.08713876223320582
larry,State,100,1.0,ridge_mean_r2,0.06756102181379584
larry,State,215,0.003876,ridge_mean_r2,-0.001770196103468723
larry,State,215,0.0071835,ridge_mean_r2,-0.0010682475937924402
larry,State,215,0.0133136,ridge_mean_r2,-0.010323360425023166
larry,State,215,0.0246748,ridge_mean_r2,-0.002422854881897565
larry,State,215,0.0457311,ridge_mean_r2,-0.00154924937812773
larry,State,215,0.0847557,ridge_mean_r2,-0.004207956090004301
larry,State,215,0.1570821,ridge_mean_r2,-0.009775846351897776
larry,State,215,0.2911284,ridge_mean_r2,-0.0063801405614426635
larry,State,215,0.5395631,ridge_mean_r2,0.08586044043578583
larry,State,215,1.0,ridge_mean_r2,0.1524840689654563
larry,State,464,0.003876,ridge_mean_r2,-0.0012162802725131823
larry,State,464,0.0071835,ridge_mean_r2,-0.0011698151833299695
larry,State,464,0.0133136,ridge_mean_r2,-0.0011465223297740155
larry,State,464,0.0246748,ridge_mean_r2,-0.0096231937637834
larry,State,464,0.0457311,ridge_mean_r2,-0.0013061320545055964
larry,State,464,0.0847557,ridge_mean_r2,0.04746087136049307
larry,State,464,0.1570821,ridge_mean_r2,0.05934043540302589
larry,State,464,0.2911284,ridge_mean_r2,0.030183234063370337
larry,State,464,0.5395631,ridge_mean_r2,0.0865236354411685
larry,State,464,1.0,ridge_mean_r2,0.20721001374429127
larry,State,1000,0.003876,ridge_mean_r2,-0.00024507005746407604
larry,State,1000,0.0071835,ridge_mean_r2,-0.001825465094934372
larry,State,1000,0.0133136,ridge_mean_r2,-0.0011464971194903063
larry,State,1000,0.0246748,ridge_mean_r2,-0.0028810427364682175
larry,State,1000,0.0457311,ridge_mean_r2,0.032724299831327616
larry,State,1000,0.0847557,ridge_mean_r2,0.006894029659226765
larry,State,1000,0.1570821,ridge_mean_r2,0.07678995498569591
larry,State,1000,0.2911284,ridge_mean_r2,0.12448086060292124
larry,State,1000,0.5395631,ridge_mean_r2,0.17617437642532024
larry,State,1000,1.0,ridge_mean_r2,0.25259936320149484
larry,State,2154,0.003876,ridge_mean_r2,-0.0013559421957149804
larry,State,2154,0.0071835,ridge_mean_r2,-0.0015482647310360404
larry,State,2154,0.0133136,ridge_mean_r2,0.003558190006065227
larry,State,2154,0.0246748,ridge_mean_r2,0.0027456335599549573
larry,State,2154,0.0457311,ridge_mean_r2,0.037841112312235484
larry,State,2154,0.0847557,ridge_mean_r2,0.05589183564671721
larry,State,2154,0.1570821,ridge_mean_r2,0.0740112734260431
larry,State,2154,0.2911284,ridge_mean_r2,0.12552021917998823
larry,State,2154,0.5395631,ridge_mean_r2,0.21455727424128063
larry,State,2154,1.0,ridge_mean_r2,0.2980846084548197
larry,State,4641,0.003876,ridge_mean_r2,-0.0012204064204826468
larry,State,4641,0.0071835,ridge_mean_r2,-0.0014267593049931385
larry,State,4641,0.0133136,ridge_mean_r2,0.012721303001856712
larry,State,4641,0.0246748,ridge_mean_r2,0.018294803261289648
larry,State,4641,0.0457311,ridge_mean_r2,0.03374712801225193
larry,State,4641,0.0847557,ridge_mean_r2,0.05886041036041864
larry,State,4641,0.1570821,ridge_mean_r2,0.08242067006390874
larry,State,4641,0.2911284,ridge_mean_r2,0.14672518156849812
larry,State,4641,0.5395631,ridge_mean_r2,0.22210845238742433
larry,State,4641,1.0,ridge_mean_r2,0.30127760087528005
larry,State,10000,0.003876,ridge_mean_r2,-0.018250028434993307
larry,State,10000,0.0071835,ridge_mean_r2,-0.000949244971476922
larry,State,10000,0.0133136,ridge_mean_r2,-0.0021230743447467303
larry,State,10000,0.0246748,ridge_mean_r2,0.0422742760342099
larry,State,10000,0.0457311,ridge_mean_r2,0.046551317841477806
larry,State,10000,0.0847557,ridge_mean_r2,0.06335959470581083
larry,State,10000,0.1570821,ridge_mean_r2,0.08549452660267891
larry,State,10000,0.2911284,ridge_mean_r2,0.13692398299455058
larry,State,10000,0.5395631,ridge_mean_r2,0.23667877685746613
larry,State,10000,1.0,ridge_mean_r2,0.28766978159404244
larry,State,21544,0.003876,ridge_mean_r2,-0.00177112173091501
larry,State,21544,0.0071835,ridge_mean_r2,-0.00035182400994710926
larry,State,21544,0.0133136,ridge_mean_r2,-0.0017119239880681587
larry,State,21544,0.0246748,ridge_mean_r2,0.0222648439488725
larry,State,21544,0.0457311,ridge_mean_r2,0.05132903004673765
larry,State,21544,0.0847557,ridge_mean_r2,0.07323176196936462
larry,State,21544,0.1570821,ridge_mean_r2,0.09177201969646784
larry,State,21544,0.2911284,ridge_mean_r2,0.1481496395416398
larry,State,21544,0.5395631,ridge_mean_r2,0.25804405905954075
larry,State,21544,1.0,ridge_mean_r2,0.3017612086583217
larry,State,46415,0.003876,ridge_mean_r2,-0.001351206590770647
larry,State,46415,0.0071835,ridge_mean_r2,-0.0016297853726433271
larry,State,46415,0.0133136,ridge_mean_r2,-0.002278108634649845
larry,State,46415,0.0246748,ridge_mean_r2,0.02935090620885572
larry,State,46415,0.0457311,ridge_mean_r2,0.05288600476992962
larry,State,46415,0.0847557,ridge_mean_r2,0.06955925159148856
larry,State,46415,0.1570821,ridge_mean_r2,0.08919713331098768
larry,State,46415,0.2911284,ridge_mean_r2,0.14924933468260798
larry,State,46415,0.5395631,ridge_mean_r2,0.2424183172537903
larry,State,46415,1.0,ridge_mean_r2,0.2640109869978543
larry,State,100000,0.003876,ridge_mean_r2,-0.013261179061234887
larry,State,100000,0.0071835,ridge_mean_r2,-0.0028433819499499567
larry,State,100000,0.0133136,ridge_mean_r2,0.007204236207983137
larry,State,100000,0.0246748,ridge_mean_r2,0.03401873589130306
larry,State,100000,0.0457311,ridge_mean_r2,0.05828404663663063
larry,State,100000,0.0847557,ridge_mean_r2,0.07076514518347128
larry,State,100000,0.1570821,ridge_mean_r2,0.09382012005118423
larry,State,100000,0.2911284,ridge_mean_r2,0.1452378640866554
larry,State,100000,0.5395631,ridge_mean_r2,0.2399741910233729
larry,State,100000,1.0,ridge_mean_r2,0.30061976134652735
merfish,Geneformer,100,0.027248,ridge_mean_r2,-0.04478908933372427
merfish,Geneformer,100,0.0406617,ridge_mean_r2,-0.034632759988434
merfish,Geneformer,100,0.0606789,ridge_mean_r2,-0.017753741203306823
merfish,Geneformer,100,0.0905502,ridge_mean_r2,-0.008780364646691111
merfish,Geneformer,100,0.1351267,ridge_mean_r2,0.00886836079724997
merfish,Geneformer,100,0.2016475,ridge_mean_r2,0.03681975445792607
merfish,Geneformer,100,0.3009156,ridge_mean_r2,0.049478707089898
merfish,Geneformer,100,0.4490518,ridge_mean_r2,0.06556997262565423
merfish,Geneformer,100,0.6701133,ridge_mean_r2,0.0647276175135543
merfish,Geneformer,100,1.0,ridge_mean_r2,0.07040446518105713
merfish,Geneformer,203,0.027248,ridge_mean_r2,-0.03236681666252013
merfish,Geneformer,203,0.0406617,ridge_mean_r2,-0.025245434811770842
merfish,Geneformer,203,0.0606789,ridge_mean_r2,-0.0008410759686440189
merfish,Geneformer,203,0.0905502,ridge_mean_r2,0.01382142002605491
merfish,Geneformer,203,0.1351267,ridge_mean_r2,0.04255739107437119
merfish,Geneformer,203,0.2016475,ridge_mean_r2,0.03990474714671731
merfish,Geneformer,203,0.3009156,ridge_mean_r2,0.07881540899694793
merfish,Geneformer,203,0.4490518,ridge_mean_r2,0.06850010861651797
merfish,Geneformer,203,0.6701133,ridge_mean_r2,0.08374144011185672
merfish,Geneformer,203,1.0,ridge_mean_r2,0.09066704046148957
merfish,Geneformer,414,0.027248,ridge_mean_r2,-0.027139119772940885
merfish,Geneformer,414,0.0406617,ridge_mean_r2,-0.019511566428739344
merfish,Geneformer,414,0.0606789,ridge_mean_r2,0.009782194763740471
merfish,Geneformer,414,0.0905502,ridge_mean_r2,0.023634901929920175
merfish,Geneformer,414,0.1351267,ridge_mean_r2,0.05083882109817499
merfish,Geneformer,414,0.2016475,ridge_mean_r2,0.054336421099054705
merfish,Geneformer,414,0.3009156,ridge_mean_r2,0.08327171643006884
merfish,Geneformer,414,0.4490518,ridge_mean_r2,0.08596169302253426
merfish,Geneformer,414,0.6701133,ridge_mean_r2,0.06164216844260303
merfish,Geneformer,414,1.0,ridge_mean_r2,0.06917893877403183
merfish,Geneformer,843,0.027248,ridge_mean_r2,-0.037738899431703894
merfish,Geneformer,843,0.0406617,ridge_mean_r2,-0.02684187854647886
merfish,Geneformer,843,0.0606789,ridge_mean_r2,-0.01956384285499782
merfish,Geneformer,843,0.0905502,ridge_mean_r2,0.00302838125746184
merfish,Geneformer,843,0.1351267,ridge_mean_r2,0.014911845788008957
merfish,Geneformer,843,0.2016475,ridge_mean_r2,0.027105990152857667
merfish,Geneformer,843,0.3009156,ridge_mean_r2,0.05634798232005324
merfish,Geneformer,843,0.4490518,ridge_mean_r2,0.054503549871037435
merfish,Geneformer,843,0.6701133,ridge_mean_r2,0.07879149307997194
merfish,Geneformer,843,1.0,ridge_mean_r2,0.051632205753397484
merfish,Geneformer,1716,0.027248,ridge_mean_r2,-0.0326964406951865
merfish,Geneformer,1716,0.0406617,ridge_mean_r2,-0.03608370220109908
merfish,Geneformer,1716,0.0606789,ridge_mean_r2,-0.02950808149647729
merfish,Geneformer,1716,0.0905502,ridge_mean_r2,-0.016921144631501614
merfish,Geneformer,1716,0.1351267,ridge_mean_r2,-0.006981379462442759
merfish,Geneformer,1716,0.2016475,ridge_mean_r2,0.00522175066784907
merfish,Geneformer,1716,0.3009156,ridge_mean_r2,0.013275269184448994
merfish,Geneformer,1716,0.4490518,ridge_mean_r2,0.018509757505075324
merfish,Geneformer,1716,0.6701133,ridge_mean_r2,0.022795230391536754
merfish,Geneformer,1716,1.0,ridge_mean_r2,0.028585381410701473
merfish,Geneformer,3494,0.027248,ridge_mean_r2,-0.0376759406274369
merfish,Geneformer,3494,0.0406617,ridge_mean_r2,-0.03385584797482107
merfish,Geneformer,3494,0.0606789,ridge_mean_r2,-0.02403054453768402
merfish,Geneformer,3494,0.0905502,ridge_mean_r2,-0.012589016273859813
merfish,Geneformer,3494,0.1351267,ridge_mean_r2,0.0009292540726926752
merfish,Geneformer,3494,0.2016475,ridge_mean_r2,0.006014873979631478
merfish,Geneformer,3494,0.3009156,ridge_mean_r2,0.01845414653533486
merfish,Geneformer,3494,0.4490518,ridge_mean_r2,0.019392672040383967
merfish,Geneformer,3494,0.6701133,ridge_mean_r2,0.032374621566305245
merfish,Geneformer,3494,1.0,ridge_mean_r2,0.039468762090829876
merfish,Geneformer,7113,0.027248,ridge_mean_r2,-0.034698912717976614
merfish,Geneformer,7113,0.0406617,ridge_mean_r2,-0.027766048826901125
merfish,Geneformer,7113,0.0606789,ridge_mean_r2,-0.023727739623166003
merfish,Geneformer,7113,0.0905502,ridge_mean_r2,-0.009106872803874969
merfish,Geneformer,7113,0.1351267,ridge_mean_r2,0.024390898584336303
merfish,Geneformer,7113,0.2016475,ridge_mean_r2,0.013594388750372454
merfish,Geneformer,7113,0.3009156,ridge_mean_r2,0.0006652642301137861
merfish,Geneformer,7113,0.4490518,ridge_mean_r2,0.025041404946377643
merfish,Geneformer,7113,0.6701133,ridge_mean_r2,0.020170575295731224
merfish,Geneformer,7113,1.0,ridge_mean_r2,0.021755475163398555
merfish,Geneformer,14480,0.027248,ridge_mean_r2,-0.007343656550606071
merfish,Geneformer,14480,0.0406617,ridge_mean_r2,-0.014794766910022034
merfish,Geneformer,14480,0.0606789,ridge_mean_r2,-0.012285874662811554
merfish,Geneformer,14480,0.0905502,ridge_mean_r2,-0.0008815144895435566
merfish,Geneformer,14480,0.1351267,ridge_mean_r2,0.004443467561360713
merfish,Geneformer,14480,0.2016475,ridge_mean_r2,0.014649982003686692
merfish,Geneformer,14480,0.3009156,ridge_mean_r2,0.019349779318304682
merfish,Geneformer,14480,0.4490518,ridge_mean_r2,0.028321937558824326
merfish,Geneformer,14480,0.6701133,ridge_mean_r2,0.0411719162942379
merfish,Geneformer,14480,1.0,ridge_mean_r2,0.057820433272317805
merfish,Geneformer,29475,0.027248,ridge_mean_r2,-0.009012068465163794
merfish,Geneformer,29475,0.0406617,ridge_mean_r2,-0.01142463114798244
merfish,Geneformer,29475,0.0606789,ridge_mean_r2,-0.006278981560281312
merfish,Geneformer,29475,0.0905502,ridge_mean_r2,-0.00042240001482517003
merfish,Geneformer,29475,0.1351267,ridge_mean_r2,0.010505379528973513
merfish,Geneformer,29475,0.2016475,ridge_mean_r2,0.02850101909349951
merfish,Geneformer,29475,0.3009156,ridge_mean_r2,0.026041461009088156
merfish,Geneformer,29475,0.4490518,ridge_mean_r2,0.03983029685879415
merfish,Geneformer,29475,0.6701133,ridge_mean_r2,0.04218225671304483
merfish,Geneformer,29475,1.0,ridge_mean_r2,0.07890249749920884
merfish,Geneformer,60000,0.027248,ridge_mean_r2,0.0019023755524965502
merfish,Geneformer,60000,0.0406617,ridge_mean_r2,-0.01665330708324247
merfish,Geneformer,60000,0.0606789,ridge_mean_r2,0.000544965992634169
merfish,Geneformer,60000,0.0905502,ridge_mean_r2,0.003872122394349146
merfish,Geneformer,60000,0.1351267,ridge_mean_r2,0.02284905370811951
merfish,Geneformer,60000,0.2016475,ridge_mean_r2,0.017705424881932545
merfish,Geneformer,60000,0.3009156,ridge_mean_r2,0.026439727083479046
merfish,Geneformer,60000,0.4490518,ridge_mean_r2,0.055504438414126105
merfish,Geneformer,60000,0.6701133,ridge_mean_r2,0.06028754916394423
merfish,Geneformer,60000,1.0,ridge_mean_r2,0.034823056383486234
merfish,PCA,100,0.027248,ridge_mean_r2,0.015589697629948267
merfish,PCA,100,0.0406617,ridge_mean_r2,0.019833962614034202
merfish,PCA,100,0.0606789,ridge_mean_r2,0.029868168853403612
merfish,PCA,100,0.0905502,ridge_mean_r2,0.02891374264052536
merfish,PCA,100,0.1351267,ridge_mean_r2,0.04491759861402981
merfish,PCA,100,0.2016475,ridge_mean_r2,0.0592643306879227
merfish,PCA,100,0.3009156,ridge_mean_r2,0.08055214699910974
merfish,PCA,100,0.4490518,ridge_mean_r2,0.09074190229529847
merfish,PCA,100,0.6701133,ridge_mean_r2,0.11875763667088352
merfish,PCA,100,1.0,ridge_mean_r2,0.14288051166276977
merfish,PCA,203,0.027248,ridge_mean_r2,0.015817601256851894
merfish,PCA,203,0.0406617,ridge_mean_r2,0.019478558480424756
merfish,PCA,203,0.0606789,ridge_mean_r2,0.02523530707124081
merfish,PCA,203,0.0905502,ridge_mean_r2,0.03184047632087794
merfish,PCA,203,0.1351267,ridge_mean_r2,0.04658193777546792
merfish,PCA,203,0.2016475,ridge_mean_r2,0.05236885755095537
merfish,PCA,203,0.3009156,ridge_mean_r2,0.07226494689101644
merfish,PCA,203,0.4490518,ridge_mean_r2,0.09150796032349212
merfish,PCA,203,0.6701133,ridge_mean_r2,0.12068151019416784
merfish,PCA,203,1.0,ridge_mean_r2,0.15044772742441043
merfish,PCA,414,0.027248,ridge_mean_r2,0.015069311337575608
merfish,PCA,414,0.0406617,ridge_mean_r2,0.021879644403314857
merfish,PCA,414,0.0606789,ridge_mean_r2,0.026330473546001945
merfish,PCA,414,0.0905502,ridge_mean_r2,0.03220784712079224
merfish,PCA,414,0.1351267,ridge_mean_r2,0.04346000694810802
merfish,PCA,414,0.2016475,ridge_mean_r2,0.06224781322433007
merfish,PCA,414,0.3009156,ridge_mean_r2,0.09491284609967117
merfish,PCA,414,0.4490518,ridge_mean_r2,0.10749021457386429
merfish,PCA,414,0.6701133,ridge_mean_r2,0.14109485087219095
merfish,PCA,414,1.0,ridge_mean_r2,0.1700108695187439
merfish,PCA,843,0.027248,ridge_mean_r2,0.017152291229028255
merfish,PCA,843,0.0406617,ridge_mean_r2,0.021281802200084847
merfish,PCA,843,0.0606789,ridge_mean_r2,0.028425689075706716
merfish,PCA,843,0.0905502,ridge_mean_r2,0.03437700867653041
merfish,PCA,843,0.1351267,ridge_mean_r2,0.04901057766601575
merfish,PCA,843,0.2016475,ridge_mean_r2,0.07089600627529832
merfish,PCA,843,0.3009156,ridge_mean_r2,0.08986240408636537
merfish,PCA,843,0.4490518,ridge_mean_r2,0.11602423248306054
merfish,PCA,843,0.6701133,ridge_mean_r2,0.14883984798113994
merfish,PCA,843,1.0,ridge_mean_r2,0.17150301108718563
merfish,PCA,1716,0.027248,ridge_mean_r2,0.015890520296185727
merfish,PCA,1716,0.0406617,ridge_mean_r2,0.020148643163394396
merfish,PCA,1716,0.0606789,ridge_mean_r2,0.02755959701847959
merfish,PCA,1716,0.0905502,ridge_mean_r2,0.034501393473983705
merfish,PCA,1716,0.1351267,ridge_mean_r2,0.05097557184355208
merfish,PCA,1716,0.2016475,ridge_mean_r2,0.07035607977688735
merfish,PCA,1716,0.3009156,ridge_mean_r2,0.09647691608439388
merfish,PCA,1716,0.4490518,ridge_mean_r2,0.11867901471583567
