dataset,algo,signal,seed,size,quality,quality_str,step,mi
shendure,Geneformer,author_day,42,16681,0.1587401,0.1587401,12000,1.39558
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,1000,0.78933
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,2000,1.03733
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,4000,1.18198
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,5000,1.24557
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,7000,1.40665
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,8000,1.48953
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,10000,1.56792
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,11000,1.56898
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,12000,1.60279
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,14000,1.64197
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,15000,1.64723
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,17000,1.68505
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,18000,1.70877
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,19000,1.68299
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,21000,1.71283
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,22000,1.73062
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,24000,1.70572
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,25000,1.68971
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,27000,1.6951
shendure,Geneformer,author_day,42,16681,0.2931733,0.2931733,28000,1.70127
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,1000,0.73703
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,2000,1.16795
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,4000,1.31006
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,5000,1.36537
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,7000,1.60792
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,8000,1.63262
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,10000,1.66093
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,11000,1.69548
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,13000,1.76531
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,14000,1.82272
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,16000,1.85394
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,17000,1.8084
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,19000,1.84962
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,20000,1.84334
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,22000,1.84597
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,23000,1.8417
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,25000,1.88786
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,26000,1.88177
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,28000,1.80113
shendure,Geneformer,author_day,42,16681,0.5414548,0.5414548,29000,1.79067
shendure,Geneformer,author_day,42,16681,1.0,1.0,1000,0.83374
shendure,Geneformer,author_day,42,16681,1.0,1.0,2000,1.35386
shendure,Geneformer,author_day,42,59948,0.004,0.004,1000,0.18491
shendure,Geneformer,author_day,42,59948,0.004,0.004,2000,0.22438
shendure,Geneformer,author_day,42,59948,0.004,0.004,4000,0.24754
shendure,Geneformer,author_day,42,59948,0.004,0.004,5000,0.25761
shendure,Geneformer,author_day,42,59948,0.004,0.004,6000,0.27141
shendure,Geneformer,author_day,42,59948,0.004,0.004,7000,0.24895
shendure,Geneformer,author_day,42,59948,0.004,0.004,9000,0.27131
shendure,Geneformer,author_day,42,59948,0.004,0.004,10000,0.27107
shendure,Geneformer,author_day,42,59948,0.004,0.004,11000,0.28028
shendure,Geneformer,author_day,42,59948,0.004,0.004,12000,0.29253
shendure,Geneformer,author_day,42,59948,0.004,0.004,14000,0.2833
shendure,Geneformer,author_day,42,59948,0.004,0.004,15000,0.2723
shendure,Geneformer,author_day,42,59948,0.004,0.004,16000,0.25782
shendure,Geneformer,author_day,42,59948,0.004,0.004,17000,0.27309
shendure,Geneformer,author_day,42,59948,0.004,0.004,19000,0.2496
shendure,Geneformer,author_day,42,59948,0.004,0.004,20000,0.26043
shendure,Geneformer,author_day,42,59948,0.004,0.004,21000,0.27902
shendure,Geneformer,author_day,42,59948,0.004,0.004,22000,0.27263
shendure,Geneformer,author_day,42,59948,0.004,0.004,24000,0.26354
shendure,Geneformer,author_day,42,59948,0.004,0.004,25000,0.27938
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,1000,0.25944
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,2000,0.28578
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,3000,0.34818
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,4000,0.3348
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,5000,0.33083
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,7000,0.36857
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,8000,0.33177
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,9000,0.32913
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,10000,0.34865
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,11000,0.34354
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,12000,0.32204
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,13000,0.32267
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,14000,0.34216
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,15000,0.34385
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,16000,0.3544
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,18000,0.36221
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,19000,0.37905
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,20000,0.34225
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,21000,0.38042
shendure,Geneformer,author_day,42,59948,0.0073875,0.0073875,22000,0.40263
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,1000,0.36179
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,2000,0.4312
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,4000,0.44526
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,5000,0.46032
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,6000,0.43919
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,8000,0.45846
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,9000,0.47415
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,10000,0.48561
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,12000,0.54387
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,13000,0.57603
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,14000,0.59652
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,15000,0.62646
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,17000,0.6471
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,18000,0.65773
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,19000,0.65596
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,21000,0.69187
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,22000,0.69438
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,23000,0.71577
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,25000,0.68714
shendure,Geneformer,author_day,42,59948,0.0136438,0.0136438,26000,0.71663
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,1000,0.52134
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,2000,0.54549
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,4000,0.5412
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,5000,0.52521
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,7000,0.69515
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,8000,0.74877
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,10000,0.79685
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,11000,0.84193
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,12000,0.82499
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,14000,0.87184
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,15000,0.85827
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,17000,0.89394
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,18000,0.86186
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,19000,0.8912
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,21000,0.89848
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,22000,0.90579
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,24000,0.9008
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,25000,0.90493
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,27000,0.93808
shendure,Geneformer,author_day,42,59948,0.0251984,0.0251984,28000,0.92208
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,1000,0.58681
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,2000,0.68549
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,3000,0.69503
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,4000,0.65597
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,5000,0.78005
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,6000,0.92382
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,7000,1.00394
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,8000,1.02384
shendure,Geneformer,author_day,42,59948,0.0465384,0.0465384,9000,1.03232
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,1000,0.69797
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,3000,0.72263
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,6000,1.11001
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,8000,1.10788
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,11000,1.16278
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,13000,1.27244
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,16000,1.26367
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,18000,1.26707
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,20000,1.31682
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,23000,1.32805
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,25000,1.36916
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,28000,1.35252
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,30000,1.3443
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,32000,1.38952
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,35000,1.35676
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,37000,1.39636
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,40000,1.37188
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,42000,1.37635
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,45000,1.38193
shendure,Geneformer,author_day,42,59948,0.0859506,0.0859506,47000,1.43185
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,1000,0.75658
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,4000,0.75117
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,7000,1.22308
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,10000,1.40755
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,13000,1.50038
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,16000,1.52269
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,19000,1.53958
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,22000,1.60711
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,25000,1.62322
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,28000,1.59145
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,30000,1.57308
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,33000,1.65314
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,36000,1.63621
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,39000,1.65991
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,42000,1.65559
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,45000,1.73285
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,48000,1.66517
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,51000,1.77771
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,54000,1.68799
shendure,Geneformer,author_day,42,59948,0.1587401,0.1587401,57000,1.73959
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,1000,0.79882
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,2000,1.10081
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,3000,1.16299
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,4000,1.15144
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,5000,1.21492
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,6000,1.27719
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,7000,1.3355
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,8000,1.39943
shendure,Geneformer,author_day,42,59948,0.2931733,0.2931733,9000,1.39447
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,1000,0.68918
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,4000,1.2729
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,6000,1.51702
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,9000,1.66662
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,11000,1.73913
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,14000,1.761
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,16000,1.8045
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,19000,1.84717
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,22000,1.82515
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,24000,1.85155
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,27000,1.91045
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,29000,1.88942
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,32000,1.90009
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,35000,1.84262
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,37000,1.93226
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,40000,1.91213
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,42000,1.94815
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,45000,1.91357
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,47000,1.94971
shendure,Geneformer,author_day,42,59948,0.5414548,0.5414548,50000,1.98836
shendure,Geneformer,author_day,42,59948,1.0,1.0,1000,0.88103
shendure,Geneformer,author_day,42,59948,1.0,1.0,3000,1.32302
shendure,Geneformer,author_day,42,59948,1.0,1.0,5000,1.59375
shendure,Geneformer,author_day,42,59948,1.0,1.0,7000,1.70336
shendure,Geneformer,author_day,42,59948,1.0,1.0,9000,1.77605
shendure,Geneformer,author_day,42,59948,1.0,1.0,12000,1.69503
shendure,Geneformer,author_day,42,59948,1.0,1.0,14000,1.66031
shendure,Geneformer,author_day,42,59948,1.0,1.0,16000,1.85946
shendure,Geneformer,author_day,42,59948,1.0,1.0,18000,1.82984
shendure,Geneformer,author_day,42,59948,1.0,1.0,20000,1.78711
shendure,Geneformer,author_day,42,59948,1.0,1.0,22000,1.80187
shendure,Geneformer,author_day,42,59948,1.0,1.0,24000,1.78351
shendure,Geneformer,author_day,42,59948,1.0,1.0,26000,1.81884
shendure,Geneformer,author_day,42,59948,1.0,1.0,28000,1.91789
shendure,Geneformer,author_day,42,59948,1.0,1.0,30000,1.97726
shendure,Geneformer,author_day,42,59948,1.0,1.0,33000,1.86934
shendure,Geneformer,author_day,42,59948,1.0,1.0,35000,1.90731
shendure,Geneformer,author_day,42,59948,1.0,1.0,37000,1.77343
shendure,Geneformer,author_day,42,59948,1.0,1.0,39000,1.96215
shendure,Geneformer,author_day,42,59948,1.0,1.0,41000,1.97147
shendure,Geneformer,author_day,42,215443,0.004,0.004,1000,0.20963
shendure,Geneformer,author_day,42,215443,0.004,0.004,2000,0.22083
shendure,Geneformer,author_day,42,215443,0.004,0.004,3000,0.25298
shendure,Geneformer,author_day,42,215443,0.004,0.004,4000,0.2629
shendure,Geneformer,author_day,42,215443,0.004,0.004,5000,0.26763
shendure,Geneformer,author_day,42,215443,0.004,0.004,6000,0.25555
shendure,Geneformer,author_day,42,215443,0.004,0.004,7000,0.2776
shendure,Geneformer,author_day,42,215443,0.004,0.004,8000,0.28957
shendure,Geneformer,author_day,42,215443,0.004,0.004,9000,0.28401
shendure,Geneformer,author_day,42,215443,0.004,0.004,10000,0.29013
shendure,Geneformer,author_day,42,215443,0.004,0.004,12000,0.27497
shendure,Geneformer,author_day,42,215443,0.004,0.004,13000,0.26385
shendure,Geneformer,author_day,42,215443,0.004,0.004,14000,0.27612
shendure,Geneformer,author_day,42,215443,0.004,0.004,15000,0.28794
shendure,Geneformer,author_day,42,215443,0.004,0.004,16000,0.27633
shendure,Geneformer,author_day,42,215443,0.004,0.004,17000,0.28428
shendure,Geneformer,author_day,42,215443,0.004,0.004,18000,0.28524
shendure,Geneformer,author_day,42,215443,0.004,0.004,19000,0.27503
shendure,Geneformer,author_day,42,215443,0.004,0.004,20000,0.28235
shendure,Geneformer,author_day,42,215443,0.004,0.004,21000,0.29627
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,1000,0.26316
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,2000,0.32157
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,4000,0.32846
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,5000,0.3203
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,7000,0.35809
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,8000,0.3604
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,10000,0.3881
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,11000,0.33759
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,12000,0.32151
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,14000,0.36133
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,15000,0.33749
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,17000,0.34229
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,18000,0.35814
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,19000,0.3474
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,21000,0.34306
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,22000,0.36112
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,24000,0.38623
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,25000,0.3724
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,27000,0.43365
shendure,Geneformer,author_day,42,215443,0.0073875,0.0073875,28000,0.43593
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,1000,0.37001
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,2000,0.35571
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,3000,0.45806
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,4000,0.43678
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,5000,0.46096
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,6000,0.44206
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,7000,0.48159
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,8000,0.47285
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,9000,0.49564
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,10000,0.55297
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,12000,0.65498
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,13000,0.63648
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,14000,0.67037
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,15000,0.65736
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,16000,0.70119
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,17000,0.69367
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,18000,0.70437
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,19000,0.70036
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,20000,0.71379
shendure,Geneformer,author_day,42,215443,0.0136438,0.0136438,21000,0.73263
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,1000,0.5217
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,3000,0.48049
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,4000,0.55141
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,6000,0.67798
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,8000,0.81703
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,9000,0.824
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,11000,0.84155
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,13000,0.86171
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,14000,0.89168
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,16000,0.85861
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,18000,0.90765
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,20000,0.89946
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,21000,0.91779
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,23000,0.97408
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,25000,0.99595
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,26000,0.99841
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,28000,1.01961
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,30000,1.02745
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,31000,1.02908
shendure,Geneformer,author_day,42,215443,0.0251984,0.0251984,33000,1.02722
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,1000,0.61862
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,3000,0.59867
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,4000,0.65214
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,6000,0.85076
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,8000,0.97257
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,9000,1.00572
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,11000,1.05029
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,12000,1.05213
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,14000,1.07163
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,16000,1.10682
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,17000,1.12779
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,19000,1.11159
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,21000,1.17261
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,22000,1.18095
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,24000,1.20023
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,25000,1.17075
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,27000,1.20644
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,29000,1.16488
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,30000,1.18508
shendure,Geneformer,author_day,42,215443,0.0465384,0.0465384,32000,1.2139
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,1000,0.71675
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,3000,0.69034
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,5000,0.92101
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,7000,1.09682
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,9000,1.09401
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,12000,1.22687
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,14000,1.23037
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,16000,1.25921
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,18000,1.30407
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,20000,1.31111
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,22000,1.32482
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,24000,1.35312
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,26000,1.36689
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,28000,1.36577
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,30000,1.38217
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,33000,1.39441
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,35000,1.39346
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,37000,1.38755
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,39000,1.4075
shendure,Geneformer,author_day,42,215443,0.0859506,0.0859506,41000,1.39408
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,1000,0.77367
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,3000,0.9711
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,4000,0.93552
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,6000,1.21854
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,8000,1.29216
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,9000,1.29003
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,11000,1.40546
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,13000,1.46436
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,14000,1.49151
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,16000,1.50902
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,18000,1.56718
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,20000,1.59195
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,21000,1.62494
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,23000,1.63966
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,25000,1.6675
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,26000,1.69919
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,28000,1.72416
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,30000,1.74715
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,31000,1.74161
shendure,Geneformer,author_day,42,215443,0.1587401,0.1587401,33000,1.73819
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,1000,0.80267
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,3000,1.21891
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,5000,1.26651
