dataset,algo,signal,seed,size,quality,quality_str,step,mi
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,6000,1.36748
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,8000,1.50547
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,10000,1.58947
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,12000,1.6257
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,14000,1.6572
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,15000,1.64595
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,17000,1.73888
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,19000,1.76394
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,21000,1.74964
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,22000,1.83012
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,24000,1.8252
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,26000,1.84535
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,28000,1.85631
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,30000,1.86899
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,31000,1.87997
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,33000,1.84312
shendure,Geneformer,author_day,42,215443,0.2931733,0.2931733,35000,1.84365
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,1000,0.73523
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,3000,1.20588
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,4000,1.30971
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,6000,1.53679
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,8000,1.61618
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,9000,1.66394
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,11000,1.74457
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,13000,1.74594
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,14000,1.76993
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,16000,1.80564
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,18000,1.82593
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,20000,1.86755
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,21000,1.85938
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,23000,1.8819
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,25000,1.93995
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,26000,1.89313
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,28000,1.9112
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,30000,1.88829
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,31000,1.87897
shendure,Geneformer,author_day,42,215443,0.5414548,0.5414548,33000,1.93853
shendure,Geneformer,author_day,42,215443,1.0,1.0,1000,0.88965
shendure,Geneformer,author_day,42,215443,1.0,1.0,3000,1.35028
shendure,Geneformer,author_day,42,215443,1.0,1.0,4000,1.51721
shendure,Geneformer,author_day,42,215443,1.0,1.0,6000,1.73013
shendure,Geneformer,author_day,42,215443,1.0,1.0,8000,1.7621
shendure,Geneformer,author_day,42,215443,1.0,1.0,9000,1.80222
shendure,Geneformer,author_day,42,215443,1.0,1.0,11000,1.85191
shendure,Geneformer,author_day,42,215443,1.0,1.0,13000,1.80969
shendure,Geneformer,author_day,42,215443,1.0,1.0,14000,1.85629
shendure,Geneformer,author_day,42,215443,1.0,1.0,16000,1.89476
shendure,Geneformer,author_day,42,215443,1.0,1.0,18000,1.91421
shendure,Geneformer,author_day,42,215443,1.0,1.0,20000,1.88675
shendure,Geneformer,author_day,42,215443,1.0,1.0,21000,1.846
shendure,Geneformer,author_day,42,215443,1.0,1.0,23000,1.92527
shendure,Geneformer,author_day,42,215443,1.0,1.0,25000,1.80598
shendure,Geneformer,author_day,42,215443,1.0,1.0,26000,1.91039
shendure,Geneformer,author_day,42,215443,1.0,1.0,28000,1.92415
shendure,Geneformer,author_day,42,215443,1.0,1.0,30000,1.9169
shendure,Geneformer,author_day,42,215443,1.0,1.0,31000,1.9252
shendure,Geneformer,author_day,42,215443,1.0,1.0,33000,1.87879
shendure,Geneformer,author_day,42,774263,0.004,0.004,1000,0.21197
shendure,Geneformer,author_day,42,774263,0.004,0.004,3000,0.24288
shendure,Geneformer,author_day,42,774263,0.004,0.004,5000,0.27434
shendure,Geneformer,author_day,42,774263,0.004,0.004,7000,0.29382
shendure,Geneformer,author_day,42,774263,0.004,0.004,9000,0.29558
shendure,Geneformer,author_day,42,774263,0.004,0.004,11000,0.30471
shendure,Geneformer,author_day,42,774263,0.004,0.004,13000,0.28769
shendure,Geneformer,author_day,42,774263,0.004,0.004,15000,0.27483
shendure,Geneformer,author_day,42,774263,0.004,0.004,17000,0.28333
shendure,Geneformer,author_day,42,774263,0.004,0.004,19000,0.28742
shendure,Geneformer,author_day,42,774263,0.004,0.004,20000,0.25699
shendure,Geneformer,author_day,42,774263,0.004,0.004,22000,0.26416
shendure,Geneformer,author_day,42,774263,0.004,0.004,24000,0.25801
shendure,Geneformer,author_day,42,774263,0.004,0.004,26000,0.28166
shendure,Geneformer,author_day,42,774263,0.004,0.004,28000,0.28034
shendure,Geneformer,author_day,42,774263,0.004,0.004,30000,0.26224
shendure,Geneformer,author_day,42,774263,0.004,0.004,32000,0.26068
shendure,Geneformer,author_day,42,774263,0.004,0.004,34000,0.26698
shendure,Geneformer,author_day,42,774263,0.004,0.004,36000,0.26468
shendure,Geneformer,author_day,42,774263,0.004,0.004,38000,0.23771
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,1000,0.269
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,3000,0.34449
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,4000,0.3579
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,6000,0.37886
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,8000,0.36141
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,9000,0.3733
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,11000,0.36935
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,12000,0.37795
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,14000,0.41276
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,16000,0.4511
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,17000,0.42728
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,19000,0.49071
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,21000,0.47725
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,22000,0.48064
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,24000,0.50698
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,25000,0.53638
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,27000,0.49954
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,29000,0.47838
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,30000,0.49264
shendure,Geneformer,author_day,42,774263,0.0073875,0.0073875,32000,0.49082
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,1000,0.34747
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,3000,0.45517
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,5000,0.50298
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,7000,0.58922
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,9000,0.70278
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,12000,0.72599
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,14000,0.73955
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,16000,0.73935
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,18000,0.75303
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,20000,0.72744
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,22000,0.78799
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,24000,0.74204
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,26000,0.80309
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,28000,0.79312
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,30000,0.78848
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,33000,0.81028
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,35000,0.78585
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,37000,0.71971
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,39000,0.71273
shendure,Geneformer,author_day,42,774263,0.0136438,0.0136438,41000,0.72871
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,1000,0.51738
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,4000,0.52212
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,6000,0.59102
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,9000,0.81535
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,11000,0.85476
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,14000,0.85566
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,16000,0.88876
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,19000,0.91686
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,22000,0.93581
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,24000,0.97656
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,27000,0.92962
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,29000,0.98659
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,32000,0.99223
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,35000,1.03716
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,37000,1.05111
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,40000,1.06488
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,42000,1.04687
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,45000,1.0699
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,47000,1.06271
shendure,Geneformer,author_day,42,774263,0.0251984,0.0251984,50000,1.09366
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,1000,0.63399
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,3000,0.69775
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,6000,0.99896
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,8000,1.06285
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,10000,1.13837
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,13000,1.22026
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,15000,1.25766
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,18000,1.27175
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,20000,1.30973
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,22000,1.32483
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,25000,1.30712
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,27000,1.31333
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,29000,1.35116
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,32000,1.34211
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,34000,1.37322
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,37000,1.36062
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,39000,1.3582
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,41000,1.37054
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,44000,1.40946
shendure,Geneformer,author_day,42,774263,0.0465384,0.0465384,46000,1.36331
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,1000,0.71207
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,5000,0.93316
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,8000,1.11195
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,12000,1.18155
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,15000,1.2618
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,19000,1.29844
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,22000,1.35223
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,26000,1.34478
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,29000,1.40088
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,33000,1.4095
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,36000,1.43517
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,40000,1.45609
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,43000,1.47046
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,47000,1.49717
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,50000,1.47958
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,54000,1.51545
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,57000,1.56106
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,61000,1.57214
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,64000,1.57682
shendure,Geneformer,author_day,42,774263,0.0859506,0.0859506,68000,1.55716
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,1000,0.7184
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,4000,1.02623
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,8000,1.28759
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,11000,1.45744
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,14000,1.51532
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,18000,1.61151
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,21000,1.62303
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,25000,1.65695
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,28000,1.69779
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,31000,1.7304
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,35000,1.72076
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,38000,1.76697
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,41000,1.77988
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,45000,1.80298
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,48000,1.80726
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,52000,1.82477
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,55000,1.86502
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,58000,1.86336
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,62000,1.89402
shendure,Geneformer,author_day,42,774263,0.1587401,0.1587401,65000,1.86837
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,1000,0.79835
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,5000,1.22302
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,9000,1.51004
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,13000,1.62046
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,18000,1.73402
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,22000,1.76319
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,26000,1.79219
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,30000,1.8543
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,34000,1.7958
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,38000,1.86911
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,43000,1.92731
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,47000,1.86708
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,51000,1.88267
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,55000,1.88666
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,59000,1.87543
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,63000,1.83001
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,68000,1.91715
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,72000,1.83944
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,76000,1.82426
shendure,Geneformer,author_day,42,774263,0.2931733,0.2931733,80000,1.83561
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,1000,0.70998
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,4000,1.32868
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,8000,1.70787
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,11000,1.7351
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,14000,1.77812
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,17000,1.82405
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,21000,1.82874
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,24000,1.80383
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,27000,1.86963
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,30000,1.87972
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,34000,1.87073
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,37000,1.8971
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,40000,1.88525
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,43000,1.88803
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,47000,1.85468
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,50000,1.88095
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,53000,1.94003
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,56000,1.93035
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,60000,1.94371
shendure,Geneformer,author_day,42,774263,0.5414548,0.5414548,63000,1.92623
shendure,Geneformer,author_day,42,774263,1.0,1.0,1000,0.8792
shendure,Geneformer,author_day,42,774263,1.0,1.0,4000,1.49509
shendure,Geneformer,author_day,42,774263,1.0,1.0,8000,1.69578
shendure,Geneformer,author_day,42,774263,1.0,1.0,11000,1.73473
shendure,Geneformer,author_day,42,774263,1.0,1.0,14000,1.85736
shendure,Geneformer,author_day,42,774263,1.0,1.0,17000,1.86925
shendure,Geneformer,author_day,42,774263,1.0,1.0,21000,1.86622
shendure,Geneformer,author_day,42,774263,1.0,1.0,24000,2.00857
shendure,Geneformer,author_day,42,774263,1.0,1.0,27000,1.9788
shendure,Geneformer,author_day,42,774263,1.0,1.0,30000,1.90494
shendure,Geneformer,author_day,42,774263,1.0,1.0,34000,1.91833
shendure,Geneformer,author_day,42,774263,1.0,1.0,37000,1.92009
shendure,Geneformer,author_day,42,774263,1.0,1.0,40000,1.94636
shendure,Geneformer,author_day,42,774263,1.0,1.0,43000,1.99448
shendure,Geneformer,author_day,42,774263,1.0,1.0,47000,1.99558
shendure,Geneformer,author_day,42,774263,1.0,1.0,50000,1.91247
shendure,Geneformer,author_day,42,774263,1.0,1.0,53000,1.87338
shendure,Geneformer,author_day,42,774263,1.0,1.0,56000,1.96116
shendure,Geneformer,author_day,42,774263,1.0,1.0,60000,1.91757
shendure,Geneformer,author_day,42,774263,1.0,1.0,63000,1.93174
shendure,Geneformer,author_day,42,2782559,0.004,0.004,1000,0.1839
shendure,Geneformer,author_day,42,2782559,0.004,0.004,2000,0.21904
shendure,Geneformer,author_day,42,2782559,0.004,0.004,3000,0.2191
shendure,Geneformer,author_day,42,2782559,0.004,0.004,4000,0.25166
shendure,Geneformer,author_day,42,2782559,0.004,0.004,5000,0.26446
shendure,Geneformer,author_day,42,2782559,0.004,0.004,6000,0.25198
shendure,Geneformer,author_day,42,2782559,0.004,0.004,7000,0.25242
shendure,Geneformer,author_day,42,2782559,0.004,0.004,8000,0.27686
shendure,Geneformer,author_day,42,2782559,0.004,0.004,9000,0.28392
shendure,Geneformer,author_day,42,2782559,0.004,0.004,10000,0.27642
shendure,Geneformer,author_day,42,2782559,0.004,0.004,11000,0.26053
shendure,Geneformer,author_day,42,2782559,0.004,0.004,12000,0.28499
shendure,Geneformer,author_day,42,2782559,0.004,0.004,13000,0.26385
shendure,Geneformer,author_day,42,2782559,0.004,0.004,14000,0.27708
shendure,Geneformer,author_day,42,2782559,0.004,0.004,15000,0.27716
shendure,Geneformer,author_day,42,2782559,0.004,0.004,16000,0.24498
shendure,Geneformer,author_day,42,2782559,0.004,0.004,17000,0.26449
shendure,Geneformer,author_day,42,2782559,0.004,0.004,18000,0.25842
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,1000,0.26538
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,3000,0.28543
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,4000,0.33523
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,6000,0.38021
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,8000,0.36616
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,9000,0.37444
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,11000,0.38389
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,13000,0.36428
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,14000,0.41081
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,16000,0.41125
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,18000,0.49642
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,20000,0.49581
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,21000,0.48474
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,23000,0.49235
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,25000,0.5102
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,26000,0.50079
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,28000,0.53202
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,30000,0.5253
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,31000,0.5225
shendure,Geneformer,author_day,42,2782559,0.0073875,0.0073875,33000,0.51744
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,1000,0.38024
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,2000,0.38477
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,4000,0.46744
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,5000,0.46835
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,7000,0.52238
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,8000,0.57359
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,10000,0.67069
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,11000,0.64693
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,12000,0.6895
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,14000,0.67845
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,15000,0.68503
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,17000,0.70713
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,18000,0.71042
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,19000,0.72567
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,21000,0.69894
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,22000,0.70561
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,24000,0.72599
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,25000,0.75212
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,27000,0.74741
shendure,Geneformer,author_day,42,2782559,0.0136438,0.0136438,28000,0.73228
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,1000,0.45595
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,3000,0.55956
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,5000,0.58175
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,7000,0.85939
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,9000,0.92041
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,12000,0.9375
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,14000,0.94225
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,16000,0.97326
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,18000,0.99245
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,20000,1.01197
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,22000,1.01973
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,24000,1.03565
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,26000,1.05058
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,28000,1.03538
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,30000,1.01753
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,33000,1.03569
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,35000,1.06713
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,37000,1.01328
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,39000,1.05968
shendure,Geneformer,author_day,42,2782559,0.0251984,0.0251984,41000,1.06543
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,1000,0.67443
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,4000,0.74813
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,7000,1.04273
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,9000,1.08969
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,12000,1.18844
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,15000,1.22126
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,18000,1.26147
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,21000,1.27109
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,23000,1.2905
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,26000,1.28734
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,29000,1.30053
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,32000,1.32891
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,34000,1.34307
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,37000,1.32285
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,40000,1.31876
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,43000,1.3473
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,46000,1.37028
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,48000,1.34651
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,51000,1.35944
shendure,Geneformer,author_day,42,2782559,0.0465384,0.0465384,54000,1.34073
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,1000,0.7564
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,3000,0.91064
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,6000,1.05012
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,8000,1.14568
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,11000,1.26653
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,13000,1.29501
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,16000,1.34271
shendure,Geneformer,author_day,42,2782559,0.0859506,0.0859506,18000,1.38512
