dataset,size,quality,method,metric,seed,mi_value,umis_per_cell,fitted_mi_value,I_max,I_max_err,u_bar,u_bar_err,A_fit,B_fit,fitted_mi_value_cell,A_cell,A_cell_err,B_cell,B_cell_err,C_cell,C_cell_err
PBMC,21544,0.4751547,SCVI,celltype.l3,42,3.44416,3849,3.408341311475443,3.6020480086663538,0.07823544473629132,1196.2817151632655,117.24402731907469,0.0008359235013999378,0.12325811682054666,2.2327838461172123,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,21544,0.4751547,SCVI,celltype.l3,2701,3.42517,3849,3.408341311475443,3.6020480086663538,0.07823544473629132,1196.2817151632655,117.24402731907469,0.0008359235013999378,0.12325811682054666,2.2327838461172123,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,21544,0.4751547,SCVI,protein_counts,42,4.43105,3849,4.417790459211546,5.162140361912732,0.0864308275599817,6967.929583247393,814.3167446865733,0.00014351465353557025,0.18399856179806973,2.7424343350563625,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,21544,0.4751547,SCVI,protein_counts,2701,4.40443,3849,4.417790459211546,5.162140361912732,0.0864308275599817,6967.929583247393,814.3167446865733,0.00014351465353557025,0.18399856179806973,2.7424343350563625,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,21544,1.0,Geneformer,celltype.l3,42,2.83251,8100,2.8902420133969797,2.9267168042697085,0.1655666516638208,427.89121579896903,82.3615309241862,0.002337042601196604,0.13512189361941163,2.051366257359924,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,21544,1.0,Geneformer,celltype.l3,2701,3.09413,8100,2.8902420133969797,2.9267168042697085,0.1655666516638208,427.89121579896903,82.3615309241862,0.002337042601196604,0.13512189361941163,2.051366257359924,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,21544,1.0,Geneformer,protein_counts,42,3.28577,8100,3.4901289713891215,3.5521829990861242,0.22173737743640295,733.4623867542008,195.76965032031808,0.0013633964304908819,0.1876071639384791,2.498944538538703,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,21544,1.0,Geneformer,protein_counts,2701,3.63708,8100,3.4901289713891215,3.5521829990861242,0.22173737743640295,733.4623867542008,195.76965032031808,0.0013633964304908819,0.1876071639384791,2.498944538538703,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,21544,1.0,PCA,celltype.l3,42,3.25114,8100,3.1131044593335453,3.2410488208589983,0.09168710730872794,1593.2576732964876,180.80570009861324,0.0006276448667157375,0.056107356348687576,1.9206146610103145,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,21544,1.0,PCA,celltype.l3,2303,3.21195,8100,3.1131044593335453,3.2410488208589983,0.09168710730872794,1593.2576732964876,180.80570009861324,0.0006276448667157375,0.056107356348687576,1.9206146610103145,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,21544,1.0,PCA,celltype.l3,2701,3.21134,8100,3.1131044593335453,3.2410488208589983,0.09168710730872794,1593.2576732964876,180.80570009861324,0.0006276448667157375,0.056107356348687576,1.9206146610103145,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,21544,1.0,PCA,protein_counts,42,3.84175,8100,3.7065572700226563,4.001959557139942,0.09411860740273317,4123.493485306079,507.3427676527209,0.00024251281190657004,0.06225215978580079,2.1796102178080403,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,21544,1.0,PCA,protein_counts,2303,3.64541,8100,3.7065572700226563,4.001959557139942,0.09411860740273317,4123.493485306079,507.3427676527209,0.00024251281190657004,0.06225215978580079,2.1796102178080403,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,21544,1.0,PCA,protein_counts,2701,3.88495,8100,3.7065572700226563,4.001959557139942,0.09411860740273317,4123.493485306079,507.3427676527209,0.00024251281190657004,0.06225215978580079,2.1796102178080403,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,21544,1.0,RandomProjection,celltype.l3,42,2.36718,8100,2.348246293643204,2.609926056764789,0.0758990146811572,3684.2047339654814,355.796520158332,0.00027142899817178545,0.010115522090508478,1.1737870855978756,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,21544,1.0,RandomProjection,celltype.l3,2303,2.28135,8100,2.348246293643204,2.609926056764789,0.0758990146811572,3684.2047339654814,355.796520158332,0.00027142899817178545,0.010115522090508478,1.1737870855978756,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,21544,1.0,RandomProjection,celltype.l3,2701,2.42923,8100,2.348246293643204,2.609926056764789,0.0758990146811572,3684.2047339654814,355.796520158332,0.00027142899817178545,0.010115522090508478,1.1737870855978756,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,21544,1.0,RandomProjection,protein_counts,42,2.70455,8100,2.782112009443691,3.0873466334805433,0.07146570491380044,4358.845386551615,403.6313983475319,0.00022941855269409395,0.016572820365950758,1.4672562750544735,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,21544,1.0,RandomProjection,protein_counts,2303,2.77322,8100,2.782112009443691,3.0873466334805433,0.07146570491380044,4358.845386551615,403.6313983475319,0.00022941855269409395,0.016572820365950758,1.4672562750544735,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,21544,1.0,RandomProjection,protein_counts,2701,2.83812,8100,2.782112009443691,3.0873466334805433,0.07146570491380044,4358.845386551615,403.6313983475319,0.00022941855269409395,0.016572820365950758,1.4672562750544735,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,21544,1.0,SCVI,celltype.l3,42,3.61485,8100,3.503404216824214,3.6020480086663538,0.07823544473629132,1196.2817151632655,117.24402731907469,0.0008359235013999378,0.12325811682054666,2.2327838461172123,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,21544,1.0,SCVI,celltype.l3,2701,3.47087,8100,3.503404216824214,3.6020480086663538,0.07823544473629132,1196.2817151632655,117.24402731907469,0.0008359235013999378,0.12325811682054666,2.2327838461172123,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,21544,1.0,SCVI,protein_counts,42,4.73044,8100,4.714880507727354,5.162140361912732,0.0864308275599817,6967.929583247393,814.3167446865733,0.00014351465353557025,0.18399856179806973,2.7424343350563625,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,21544,1.0,SCVI,protein_counts,2701,4.68389,8100,4.714880507727354,5.162140361912732,0.0864308275599817,6967.929583247393,814.3167446865733,0.00014351465353557025,0.18399856179806973,2.7424343350563625,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0012346,Geneformer,celltype.l3,42,0.66996,10,0.6265825908100778,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0012346,Geneformer,celltype.l3,2701,0.70652,10,0.6265825908100778,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0012346,Geneformer,protein_counts,42,0.71042,10,0.7602880820664718,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0012346,Geneformer,protein_counts,2701,0.77376,10,0.7602880820664718,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0012346,PCA,celltype.l3,42,0.42861,10,0.3099475813563606,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0012346,PCA,celltype.l3,2701,0.42957,10,0.3099475813563606,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0012346,PCA,protein_counts,42,0.36319,10,0.3416254244913042,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0012346,PCA,protein_counts,2701,0.39885,10,0.3416254244913042,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0012346,RandomProjection,celltype.l3,42,0.14006,10,0.06918162268919219,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0012346,RandomProjection,celltype.l3,2303,0.18055,10,0.06918162268919219,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0012346,RandomProjection,celltype.l3,2701,0.16097,10,0.06918162268919219,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0012346,RandomProjection,protein_counts,42,0.23654,10,0.10715567953834942,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0012346,RandomProjection,protein_counts,2303,0.21117,10,0.10715567953834942,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0012346,RandomProjection,protein_counts,2701,0.21626,10,0.10715567953834942,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0012346,SCVI,celltype.l3,42,0.61026,10,0.6448927083119839,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0012346,SCVI,celltype.l3,2701,0.61257,10,0.6448927083119839,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0012346,SCVI,protein_counts,42,0.71986,10,0.8544613262390551,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0012346,SCVI,protein_counts,2701,0.75918,10,0.8544613262390551,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0025982,Geneformer,celltype.l3,42,0.97423,21,0.9708656784082494,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0025982,Geneformer,celltype.l3,2701,1.10321,21,0.9708656784082494,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0025982,Geneformer,protein_counts,42,1.17896,21,1.1421833967581358,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0025982,Geneformer,protein_counts,2701,1.25793,21,1.1421833967581358,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0025982,PCA,celltype.l3,42,0.69979,21,0.5420071065366169,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0025982,PCA,celltype.l3,2701,0.70818,21,0.5420071065366169,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0025982,PCA,protein_counts,42,0.67617,21,0.5909650661689276,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0025982,PCA,protein_counts,2701,0.64276,21,0.5909650661689276,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0025982,RandomProjection,celltype.l3,42,0.20443,21,0.13795112836491705,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0025982,RandomProjection,celltype.l3,2701,0.12768,21,0.13795112836491705,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0025982,RandomProjection,protein_counts,42,0.27182,21,0.20871062757681072,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0025982,RandomProjection,protein_counts,2701,0.30596,21,0.20871062757681072,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0025982,SCVI,celltype.l3,42,0.93376,21,1.0004705084750154,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0025982,SCVI,celltype.l3,2701,1.14154,21,1.0004705084750154,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0025982,SCVI,protein_counts,42,1.16538,21,1.2624379103453078,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0025982,SCVI,protein_counts,2701,1.20397,21,1.2624379103453078,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0054682,Geneformer,celltype.l3,42,1.11841,44,1.3712103362629704,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0054682,Geneformer,celltype.l3,2701,1.44036,44,1.3712103362629704,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0054682,Geneformer,protein_counts,42,1.34268,44,1.5758383323558536,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0054682,Geneformer,protein_counts,2701,1.68338,44,1.5758383323558536,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0054682,PCA,celltype.l3,42,1.03342,44,0.8645611049164135,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0054682,PCA,celltype.l3,2303,0.79517,44,0.8645611049164135,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0054682,PCA,celltype.l3,2701,0.99688,44,0.8645611049164135,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0054682,PCA,protein_counts,42,0.99639,44,0.9327961671834596,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0054682,PCA,protein_counts,2303,0.74328,44,0.9327961671834596,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0054682,PCA,protein_counts,2701,1.01135,44,0.9327961671834596,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0054682,RandomProjection,celltype.l3,42,0.29192,44,0.26246133681154027,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0054682,RandomProjection,celltype.l3,2303,0.36326,44,0.26246133681154027,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0054682,RandomProjection,celltype.l3,2701,0.29192,44,0.26246133681154027,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
PBMC,46415,0.0054682,RandomProjection,protein_counts,42,0.39658,44,0.3826203217214594,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0054682,RandomProjection,protein_counts,2303,0.38537,44,0.3826203217214594,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0054682,RandomProjection,protein_counts,2701,0.39658,44,0.3826203217214594,3.134272097380032,0.07488594251356676,4741.412007226457,465.7418509030845,0.00021090763647535482,0.01625968533184574,1.4674227037196501,32.276501343365894,52.42725273908582,1.2646690696240785,1.7015077257855573,1.467524203136347,0.10617682045863089
PBMC,46415,0.0054682,SCVI,celltype.l3,42,1.32841,44,1.4196403240731585,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0054682,SCVI,celltype.l3,2701,1.52437,44,1.4196403240731585,3.6214647175846673,0.07103855565483103,1031.4046936070893,90.68150665258625,0.0009695515312255765,0.14686216056437362,2.263771319539751,63.20919377552325,29.437524352322047,0.3462301128441859,0.1900368541911114,2.365571067023558,0.00847082387297237
PBMC,46415,0.0054682,SCVI,protein_counts,42,1.71955,44,1.7244365319039265,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0054682,SCVI,protein_counts,2701,1.70971,44,1.7244365319039265,5.106424081480494,0.08165791322002708,5215.661427112371,569.9483994066363,0.00019173023670626677,0.2275434018531719,2.8579151051853007,9774252.425063113,241249148.8612252,0.08986066508511048,0.11356655225623379,4.475192563524752,5.439720557293852
PBMC,46415,0.0115083,Geneformer,celltype.l3,42,1.6132,93,1.7924407339449848,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0115083,Geneformer,celltype.l3,2701,1.98022,93,1.7924407339449848,3.0501093218746864,0.21710977131512213,478.59525048735645,123.30054059478849,0.0020894482320534813,0.14334429316433628,2.0698618789191774,46.54941842384922,19.845054942571885,0.4494386459767371,0.21241233648522173,2.1147621035911044,0.03935424498716203
PBMC,46415,0.0115083,Geneformer,protein_counts,42,1.9158,93,2.0326349387443554,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0115083,Geneformer,protein_counts,2701,2.29255,93,2.0326349387443554,3.613139541198347,0.2844257299060067,785.7823531683921,273.45533287399905,0.0012726170242534085,0.19055681682840953,2.5076056823573465,119.56233930177929,42.81112012221043,0.7564268431011433,0.4769561955756186,2.51860998507392,0.015319460293116911
PBMC,46415,0.0115083,PCA,celltype.l3,42,1.3177,93,1.2628586654867708,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0115083,PCA,celltype.l3,2303,1.27069,93,1.2628586654867708,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0115083,PCA,celltype.l3,2701,1.32945,93,1.2628586654867708,3.2607573559711907,0.10082661876711081,1682.9157823974967,211.29745406497523,0.0005942067989732625,0.054589505743320554,1.9223237687171584,26.57445352606746,26.369406203257274,0.8402577452502605,0.5750224384378163,1.9242105491756272,1.8414895575666255
PBMC,46415,0.0115083,PCA,protein_counts,42,1.44617,93,1.3530615005602464,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0115083,PCA,protein_counts,2701,1.46858,93,1.3530615005602464,4.00723979114254,0.11086417156591759,4242.2590959906765,615.8240894304049,0.00023572346180955606,0.06095390928632427,2.18043166552193,37.70734074829012,33.7399393248818,1.0232741577641558,0.834642513907809,2.1811200720708706,0.7497225161917949
PBMC,46415,0.0115083,RandomProjection,celltype.l3,42,0.46007,93,0.4688907359242145,2.6292709912800523,0.08475684067123336,3693.7755129471398,401.99168037973953,0.0002707257104539451,0.010363545830047283,1.1738797243780361,22.078923492378006,50.85706998358089,1.2811248719270925,1.8738723243740403,1.1739350888829843,0.0044008311596572145
